id_usuario,id_ubicacion,fecha,tipo,verificado
761,176,2019-08-03,Trabajo,False
762,12,2022-10-20,Temporal,False
763,91,2021-04-04,Trabajo,False
764,47,2020-08-20,Temporal,False
765,194,2020-06-19,Trabajo,False
766,21,2022-10-10,Trabajo,False
767,4,2021-12-13,Temporal,True
768,177,2019-11-22,Temporal,True
769,29,2021-02-02,Trabajo,True
770,112,2020-08-12,Temporal,True
771,6,2022-10-19,Residencia,True
772,150,2022-04-11,Trabajo,False
773,162,2023-09-22,Trabajo,True
774,125,2023-11-27,Temporal,False
775,142,2019-02-01,Trabajo,False
776,115,2019-10-19,Temporal,True
777,113,2022-07-13,Residencia,False
778,107,2018-09-02,Temporal,False
779,34,2020-04-26,Residencia,True
780,61,2022-01-17,Residencia,True
781,129,2018-11-13,Temporal,True
782,144,2021-11-16,Trabajo,True
783,39,2019-03-24,Trabajo,True
784,144,2019-11-03,Trabajo,False
785,182,2023-04-29,Residencia,False
786,52,2021-06-10,Trabajo,True
787,44,2022-12-31,Residencia,True
788,193,2020-07-17,Temporal,True
789,133,2023-05-31,Trabajo,True
790,22,2022-07-27,Temporal,True
791,170,2019-11-28,Trabajo,False
792,185,2023-11-11,Trabajo,True
793,180,2019-05-08,Residencia,False
794,78,2023-07-23,Trabajo,True
795,55,2023-12-02,Trabajo,False
796,62,2023-01-05,Trabajo,True
797,161,2023-01-24,Residencia,False
798,117,2019-09-13,Temporal,False
799,171,2019-03-04,Temporal,False
800,150,2021-11-23,Trabajo,False
801,24,2022-12-05,Trabajo,True
802,174,2022-04-26,Residencia,True
803,163,2021-03-30,Trabajo,True
804,125,2021-09-08,Residencia,True
805,9,2023-09-04,Residencia,False
806,31,2020-12-03,Trabajo,False
807,96,2018-11-16,Temporal,True
808,13,2021-03-31,Residencia,False
809,18,2019-06-14,Temporal,False
810,185,2020-08-28,Trabajo,False
811,187,2018-01-25,Residencia,False
812,139,2018-12-23,Temporal,False
813,144,2018-07-16,Temporal,False
814,146,2020-10-28,Temporal,True
815,5,2021-05-31,Trabajo,False
816,103,2020-05-19,Residencia,False
817,7,2021-12-02,Residencia,True
818,74,2019-01-30,Trabajo,False
819,16,2019-01-27,Trabajo,False
820,82,2019-03-24,Trabajo,False
821,62,2018-11-10,Trabajo,False
822,82,2020-07-22,Residencia,False
823,69,2022-10-09,Temporal,False
824,22,2018-01-30,Temporal,True
825,143,2020-04-05,Trabajo,True
826,16,2023-07-06,Temporal,True
827,73,2018-03-05,Temporal,True
828,36,2023-06-18,Residencia,False
829,70,2023-05-28,Temporal,True
830,178,2021-05-10,Trabajo,True
831,143,2021-06-30,Temporal,False
832,173,2019-02-09,Trabajo,False
833,119,2021-08-31,Temporal,True
834,50,2023-06-16,Residencia,False
835,127,2018-05-29,Trabajo,True
836,127,2022-06-03,Trabajo,True
837,33,2023-10-21,Residencia,False
838,175,2020-09-15,Temporal,True
839,71,2022-04-17,Temporal,False
840,108,2023-12-09,Residencia,False
841,147,2019-11-27,Residencia,True
842,85,2018-05-09,Trabajo,True
843,65,2021-06-30,Temporal,False
844,61,2021-02-02,Trabajo,False
845,97,2018-01-14,Residencia,True
846,17,2018-01-29,Trabajo,True
847,159,2020-12-07,Trabajo,True
848,159,2018-07-14,Temporal,True
849,28,2023-10-04,Trabajo,True
850,66,2020-05-14,Residencia,True
851,16,2019-12-28,Trabajo,False
852,38,2020-09-06,Temporal,True
853,151,2023-02-15,Residencia,True
854,52,2020-04-26,Trabajo,True
855,154,2022-10-14,Temporal,False
856,27,2018-08-31,Trabajo,True
857,120,2019-08-22,Temporal,False
858,48,2018-07-03,Trabajo,True
859,37,2020-12-02,Trabajo,True
860,73,2021-12-31,Residencia,False
861,51,2019-07-31,Residencia,False
862,87,2022-02-08,Trabajo,True
863,160,2018-08-03,Trabajo,True
864,97,2023-04-02,Residencia,False
865,138,2022-02-21,Residencia,True
866,131,2021-11-21,Temporal,False
867,43,2021-04-27,Residencia,False
868,83,2018-08-31,Temporal,False
869,164,2018-09-11,Temporal,True
870,56,2023-02-21,Residencia,False
871,35,2020-11-11,Residencia,False
872,120,2019-01-03,Trabajo,True
873,128,2019-04-14,Trabajo,False
874,166,2019-01-09,Residencia,True
875,31,2020-03-30,Trabajo,False
876,78,2022-09-16,Trabajo,True
877,89,2019-10-03,Temporal,False
878,102,2021-03-27,Residencia,False
879,185,2018-06-16,Residencia,False
880,113,2019-06-05,Temporal,True
881,169,2019-11-17,Residencia,False
882,84,2020-04-14,Trabajo,False
883,98,2020-02-08,Temporal,False
884,85,2021-05-16,Trabajo,True
885,9,2019-09-30,Trabajo,True
886,53,2023-05-31,Trabajo,False
887,3,2021-08-12,Residencia,False
888,108,2022-12-29,Trabajo,False
889,182,2022-06-19,Trabajo,False
890,52,2019-02-23,Residencia,False
891,85,2022-11-20,Residencia,True
892,89,2022-10-20,Trabajo,False
893,118,2022-10-01,Trabajo,False
894,71,2018-08-27,Residencia,True
895,95,2018-01-14,Residencia,True
896,54,2019-06-07,Temporal,True
897,88,2020-10-02,Residencia,False
898,182,2021-12-30,Residencia,False
899,183,2020-01-02,Residencia,False
900,46,2021-03-22,Temporal,True
901,40,2021-10-07,Trabajo,False
902,179,2023-02-03,Trabajo,True
903,13,2022-10-07,Temporal,True
904,5,2019-06-05,Trabajo,True
905,25,2022-03-03,Trabajo,True
906,83,2018-05-28,Temporal,True
907,55,2021-10-31,Temporal,True
908,100,2021-10-23,Residencia,True
909,12,2021-12-12,Residencia,False
910,65,2020-03-12,Temporal,False
911,18,2022-04-05,Trabajo,True
912,151,2022-11-07,Temporal,True
913,194,2020-11-13,Trabajo,True
914,39,2022-01-06,Trabajo,False
915,82,2022-08-28,Residencia,True
916,88,2018-07-10,Temporal,True
917,134,2018-06-09,Residencia,True
918,14,2019-10-27,Residencia,True
919,61,2019-07-27,Residencia,False
920,109,2022-01-28,Residencia,True
921,124,2019-01-31,Trabajo,True
922,130,2019-07-13,Residencia,True
923,195,2021-12-25,Trabajo,True
924,117,2020-12-08,Residencia,True
925,51,2022-08-04,Residencia,True
926,102,2022-08-17,Temporal,True
927,105,2019-04-12,Trabajo,False
928,131,2021-08-01,Residencia,False
929,123,2019-03-12,Trabajo,True
930,66,2020-12-28,Trabajo,True
931,181,2022-05-28,Trabajo,False
932,178,2023-07-16,Temporal,True
933,37,2018-11-18,Temporal,True
934,25,2021-12-16,Temporal,True
935,96,2020-05-02,Residencia,False
936,146,2021-05-07,Residencia,True
937,113,2019-12-18,Temporal,False
938,71,2020-02-18,Trabajo,False
939,16,2021-01-05,Trabajo,True
940,97,2020-04-30,Residencia,False
941,95,2020-02-11,Residencia,True
942,157,2021-10-29,Trabajo,True
943,7,2023-02-07,Residencia,True
944,132,2020-03-31,Temporal,True
945,189,2021-12-21,Trabajo,False
946,110,2021-10-18,Residencia,False
947,9,2023-04-07,Trabajo,True
948,124,2022-04-10,Residencia,True
949,112,2020-05-31,Trabajo,False
950,171,2021-03-10,Residencia,True
951,148,2018-03-01,Temporal,False
952,60,2023-09-16,Temporal,True
953,190,2022-03-09,Residencia,False
954,80,2022-11-24,Trabajo,False
955,170,2020-06-09,Temporal,True
956,38,2019-05-21,Temporal,False
957,192,2023-02-28,Trabajo,False
958,181,2019-04-28,Residencia,True
959,40,2018-12-08,Temporal,True
960,169,2018-05-28,Residencia,False
961,194,2019-01-08,Trabajo,False
962,25,2019-04-09,Trabajo,False
963,114,2023-10-30,Trabajo,True
964,93,2023-01-30,Residencia,False
965,92,2020-04-17,Residencia,True
966,161,2023-04-24,Residencia,True
967,78,2023-08-30,Temporal,False
968,162,2022-07-31,Trabajo,False
969,126,2023-12-24,Trabajo,False
970,99,2020-05-20,Residencia,True
971,48,2022-04-27,Residencia,True
972,193,2018-09-01,Temporal,False
973,81,2021-12-23,Residencia,False
974,193,2020-11-02,Trabajo,True
975,109,2022-07-07,Temporal,False
976,114,2021-04-03,Temporal,True
977,54,2018-11-17,Residencia,False
978,56,2021-12-19,Trabajo,False
979,20,2018-09-29,Temporal,True
980,66,2020-04-19,Temporal,True
981,183,2019-08-13,Trabajo,False
982,155,2022-08-25,Residencia,False
983,85,2022-04-18,Temporal,False
984,3,2020-02-14,Trabajo,False
985,187,2020-04-14,Trabajo,True
986,156,2020-02-11,Residencia,False
987,142,2021-02-06,Trabajo,True
988,169,2019-02-20,Residencia,False
989,174,2022-11-10,Residencia,False
990,74,2019-07-24,Temporal,True
991,105,2023-09-29,Residencia,True
992,148,2021-01-21,Residencia,True
993,123,2021-07-22,Residencia,False
994,192,2019-03-02,Trabajo,True
995,45,2022-01-07,Residencia,False
996,98,2018-02-28,Temporal,True
997,77,2020-09-18,Temporal,False
998,56,2023-05-17,Temporal,False
999,85,2019-10-24,Temporal,False
1000,3,2020-06-16,Trabajo,False
