id_cuenta,tipo,saldo,fecha_creacion,estado,moneda,limite_diario,id_usuario_principal
433,Corriente,499072.67,2023-05-10,True,GTQ,34519.34,137
434,Corriente,138346.88,2016-04-06,True,USD,36144.59,850
435,Ahorro,206736.58,2018-10-30,True,MXN,8074.8,742
436,Ahorro,434413.69,2018-08-24,False,MXN,33316.49,697
437,Inversión,221761.55,2017-04-05,True,USD,20071.34,193
438,Corriente,245007.68,2018-01-26,False,GTQ,13353.45,444
439,Empresarial,79386.69,2023-10-06,True,MXN,26689.82,209
440,Empresarial,55297.2,2018-03-22,True,EUR,14687.08,437
441,Ahorro,236669.66,2023-07-21,True,COP,23267.02,311
442,Corriente,224726.6,2022-09-20,True,MXN,48211.9,277
443,Corriente,240227.11,2019-11-30,True,GTQ,39269.38,661
444,Empresarial,192352.37,2021-03-09,True,GTQ,14116.11,380
445,Nómina,127480.11,2016-02-09,True,COP,40173.61,765
446,Empresarial,10247.75,2021-05-12,True,USD,45040.01,259
447,Corriente,378892.69,2022-06-30,True,MXN,48895.14,4
448,Corriente,479314.9,2018-09-02,False,COP,17723.52,493
449,Corriente,93767.2,2023-03-20,True,MXN,13307.22,824
450,Inversión,293137.56,2022-01-19,False,COP,28695.57,366
451,Ahorro,190022.77,2022-01-02,True,USD,16911.04,879
452,Inversión,178504.64,2023-07-06,True,COP,17338.03,234
453,Empresarial,478755.15,2015-03-09,True,GTQ,28692.79,141
454,Corriente,205426.58,2015-06-29,True,MXN,21205.63,757
455,Ahorro,51397.32,2021-02-24,False,USD,11815.88,220
456,Corriente,185501.4,2015-05-30,True,GTQ,45991.97,419
457,Ahorro,495658.66,2022-03-18,False,USD,5580.66,946
458,Corriente,305925.84,2016-01-19,True,COP,27307.66,645
459,Corriente,22180.86,2022-09-23,True,COP,9184.85,776
460,Ahorro,463121.49,2020-06-28,True,MXN,44485.95,103
461,Ahorro,251899.86,2017-07-28,True,GTQ,21928.18,358
462,Inversión,376688.36,2021-03-28,True,GTQ,37206.13,643
463,Nómina,10778.56,2018-02-01,True,USD,41293.39,240
464,Ahorro,366246.87,2017-03-13,True,USD,7498.78,472
465,Ahorro,330864.47,2017-07-13,True,GTQ,6775.94,935
466,Corriente,183384.54,2023-06-26,True,MXN,8542.54,65
467,Corriente,236917.65,2015-02-01,True,EUR,2721.35,180
468,Empresarial,54351.36,2023-07-29,True,USD,4587.44,426
469,Ahorro,217365.77,2022-11-05,True,EUR,35971.15,731
470,Nómina,441925.94,2020-12-14,True,MXN,8712.46,609
471,Nómina,330292.26,2017-06-02,False,MXN,9434.62,857
472,Empresarial,139659.78,2017-12-01,True,GTQ,10617.21,303
473,Empresarial,386301.78,2020-03-19,True,COP,6652.03,712
474,Corriente,450425.39,2017-07-30,True,COP,24486.76,932
475,Nómina,356253.24,2024-02-28,True,GTQ,26379.77,552
476,Corriente,399491.55,2017-09-12,True,COP,43056.85,557
477,Ahorro,120823.22,2021-03-12,True,EUR,26728.72,96
478,Inversión,130643.98,2021-02-26,True,USD,3156.91,503
479,Corriente,69942.24,2023-11-10,True,GTQ,26379.8,640
480,Empresarial,35810.47,2023-01-31,True,EUR,23584.06,698
481,Inversión,496376.67,2018-10-15,True,GTQ,38508.49,799
482,Ahorro,387674.6,2022-09-30,True,GTQ,5098.06,169
483,Nómina,40623.49,2022-09-18,True,MXN,47701.34,101
484,Empresarial,391846.48,2021-01-16,True,GTQ,39585.82,767
485,Nómina,13018.05,2016-09-05,True,EUR,19573.21,118
486,Nómina,322838.96,2023-06-10,True,EUR,8804.45,559
487,Corriente,300214.11,2021-06-18,False,EUR,25065.82,933
488,Ahorro,75373.57,2024-03-30,True,COP,31461.09,44
489,Inversión,189784.68,2015-06-15,False,MXN,2286.32,614
490,Ahorro,1497.52,2017-12-06,True,MXN,17922.26,350
491,Ahorro,180797.22,2020-10-14,True,COP,8347.97,387
492,Nómina,61558.87,2019-08-19,True,EUR,26072.45,330
493,Inversión,330695.82,2019-02-08,True,USD,39471.86,385
494,Ahorro,276316.41,2015-06-11,False,GTQ,20929.86,247
495,Empresarial,301091.05,2021-11-20,False,COP,18398.78,18
496,Nómina,389329.04,2024-08-07,True,USD,4161.21,275
497,Ahorro,464076.49,2024-09-14,False,EUR,41910.01,128
498,Nómina,457625.94,2023-04-13,True,EUR,31653.34,265
499,Corriente,273784.09,2020-04-24,False,USD,26267.5,388
500,Corriente,264207.82,2015-09-20,False,EUR,12869.13,690
501,Ahorro,70836.33,2019-06-27,True,USD,26564.45,661
502,Inversión,203879.84,2016-10-11,True,USD,44092.86,775
503,Corriente,184191.43,2023-02-18,False,USD,6100.55,984
504,Inversión,41175.92,2024-10-17,True,MXN,15289.64,647
505,Empresarial,78420.34,2023-06-01,True,EUR,43447.4,44
506,Corriente,201699.26,2017-07-27,True,EUR,27629.99,192
507,Inversión,95916.86,2024-09-14,True,GTQ,24021.77,316
508,Empresarial,396067.68,2024-09-05,True,COP,29209.76,835
509,Nómina,252657.65,2015-04-03,True,GTQ,19050.22,570
510,Nómina,259421.58,2024-04-24,True,EUR,36549.24,138
511,Empresarial,305086.61,2022-10-26,True,EUR,2839.51,704
512,Ahorro,496563.7,2018-04-08,True,USD,45907.81,214
513,Inversión,97245.03,2020-11-25,True,COP,16438.62,726
514,Ahorro,197420.53,2017-06-27,True,GTQ,5412.82,729
515,Nómina,227426.48,2020-03-25,True,COP,3368.19,1000
516,Corriente,120624.05,2016-01-10,True,MXN,11622.33,415
517,Inversión,499721.84,2015-06-10,False,GTQ,36444.68,980
518,Ahorro,459073.38,2021-11-11,False,EUR,49579.68,98
519,Empresarial,480373.89,2024-08-16,False,COP,36294.02,538
520,Ahorro,5434.9,2017-01-27,True,GTQ,49865.89,31
521,Nómina,53462.22,2023-09-25,False,GTQ,27937.28,858
522,Nómina,261982.49,2015-02-23,True,MXN,17358.75,653
523,Empresarial,132017.19,2018-03-07,True,MXN,45916.93,904
524,Nómina,340092.36,2019-05-24,True,COP,39812.04,138
525,Ahorro,38218.35,2021-10-08,True,GTQ,43671.24,655
526,Nómina,143489.4,2021-01-17,True,USD,12336.13,543
527,Empresarial,171540.85,2015-04-19,True,MXN,10540.59,835
528,Corriente,470805.91,2021-10-20,True,GTQ,12766.98,282
529,Inversión,168913.57,2015-11-11,True,EUR,46755.12,713
530,Inversión,65113.22,2021-01-04,False,GTQ,41649.57,646
531,Ahorro,389031.42,2018-10-14,True,MXN,46844.02,439
532,Empresarial,483147.31,2023-05-05,True,COP,34990.63,120
533,Corriente,213315.34,2024-06-29,True,GTQ,47248.55,896
534,Ahorro,260176.26,2017-04-12,True,MXN,20493.69,623
535,Ahorro,409104.34,2023-07-22,True,MXN,8545.6,467
536,Ahorro,160257.07,2023-05-11,True,GTQ,47686.55,787
537,Corriente,127088.06,2018-10-26,True,GTQ,41052.49,522
538,Nómina,91783.61,2021-06-01,True,MXN,31692.54,497
539,Empresarial,381549.69,2022-03-23,True,COP,11332.07,538
540,Inversión,145271.37,2015-06-15,True,USD,15896.3,568
541,Ahorro,396926.3,2020-01-07,True,EUR,15623.57,489
542,Nómina,368355.39,2020-12-05,True,MXN,3259.91,240
543,Inversión,307292.82,2016-05-23,True,GTQ,33684.26,463
544,Ahorro,302880.46,2015-07-14,True,COP,29461.34,67
545,Inversión,142953.63,2017-01-14,True,MXN,49602.81,597
546,Corriente,201487.25,2021-09-14,False,COP,29063.05,385
547,Inversión,415158.06,2022-03-13,False,GTQ,44568.42,303
548,Corriente,267678.77,2019-02-08,False,COP,13161.84,339
549,Nómina,51561.7,2015-03-29,True,COP,31320.4,999
550,Corriente,476648.91,2024-12-26,True,GTQ,10062.78,800
551,Corriente,147286.38,2016-08-01,False,MXN,28631.84,984
552,Ahorro,203968.77,2022-11-05,True,COP,24175.9,408
553,Ahorro,228645.03,2019-09-07,True,MXN,9521.82,222
554,Inversión,280873.66,2023-02-15,True,COP,30729.82,334
555,Nómina,453939.22,2022-04-17,True,COP,7787.63,919
556,Nómina,378530.4,2024-05-17,True,GTQ,44965.29,984
557,Empresarial,443652.63,2016-04-27,True,COP,30890.34,350
558,Ahorro,274671.17,2024-07-09,True,MXN,29935.09,368
559,Nómina,338309.44,2019-11-14,True,GTQ,39396.44,392
560,Nómina,189210.23,2019-07-25,True,USD,1731.72,494
561,Empresarial,49216.56,2024-04-25,True,USD,40554.39,322
562,Nómina,168492.56,2023-06-01,True,EUR,42322.08,796
563,Inversión,199395.38,2016-09-02,True,COP,40017.89,319
564,Nómina,136023.54,2015-06-16,True,USD,24442.45,230
565,Ahorro,3356.01,2024-07-22,False,COP,20142.98,907
566,Empresarial,31396.22,2015-08-14,True,MXN,25691.07,77
567,Ahorro,334190.69,2024-02-18,True,GTQ,3347.89,68
568,Empresarial,263953.41,2021-11-12,True,GTQ,15358.69,622
569,Ahorro,428932.63,2018-08-09,True,MXN,20981.76,182
570,Nómina,98030.17,2021-07-13,False,MXN,31721.91,52
571,Inversión,110333.33,2018-02-20,True,GTQ,44890.21,452
572,Empresarial,299457.97,2019-05-20,True,GTQ,36001.45,460
573,Corriente,363038.0,2023-07-23,False,USD,30219.29,353
574,Ahorro,277776.7,2016-01-13,False,MXN,46218.62,946
575,Ahorro,490993.03,2021-05-04,True,EUR,2114.02,960
576,Nómina,337348.75,2017-12-12,True,USD,10723.52,465
577,Corriente,44684.5,2016-06-27,True,EUR,36031.03,176
578,Corriente,172436.09,2019-07-02,True,MXN,27689.59,82
579,Empresarial,5419.63,2024-07-11,True,GTQ,4851.13,168
580,Ahorro,189976.79,2017-06-15,False,USD,41433.2,686
581,Inversión,66264.9,2020-07-23,True,MXN,6941.95,224
582,Empresarial,37260.58,2022-06-28,True,EUR,13965.33,51
583,Corriente,432292.53,2018-08-16,True,USD,43342.02,302
584,Nómina,21596.33,2024-03-02,True,MXN,14494.2,55
585,Corriente,225924.15,2022-08-25,True,GTQ,20519.62,548
586,Ahorro,463849.21,2020-03-12,False,COP,9345.59,192
587,Ahorro,7105.36,2016-10-23,True,MXN,44819.05,604
588,Nómina,413678.66,2016-02-24,True,EUR,26451.8,998
589,Empresarial,85892.65,2021-02-14,True,MXN,39435.33,704
590,Nómina,219021.71,2023-07-02,False,USD,43861.93,553
591,Corriente,438333.87,2024-07-05,True,COP,34395.06,327
592,Empresarial,14675.56,2017-07-26,False,GTQ,25148.48,720
593,Nómina,272344.72,2022-02-20,False,MXN,34356.52,122
594,Empresarial,239212.79,2015-09-08,False,MXN,12561.55,415
595,Nómina,389964.94,2016-08-23,True,EUR,38462.27,386
596,Nómina,71900.38,2022-05-22,True,USD,11971.5,358
597,Inversión,336974.13,2015-12-20,False,EUR,1726.78,344
598,Nómina,494437.8,2016-03-05,True,MXN,28902.16,751
599,Ahorro,261466.44,2023-08-21,True,GTQ,49103.4,143
600,Inversión,283976.73,2020-02-14,True,COP,29941.0,792
601,Inversión,117686.07,2021-12-28,True,COP,43535.8,976
602,Corriente,63524.35,2015-06-04,True,GTQ,47618.6,709
603,Corriente,331190.56,2021-01-30,False,COP,36120.8,257
604,Nómina,484535.9,2022-04-09,True,EUR,44242.07,346
605,Nómina,256151.6,2022-01-22,True,GTQ,14894.73,463
606,Nómina,253816.7,2024-02-01,True,MXN,5491.62,946
607,Corriente,117716.93,2021-02-06,False,MXN,20134.31,201
608,Nómina,384576.74,2022-05-13,True,GTQ,46761.31,463
609,Inversión,190286.1,2015-11-16,True,MXN,25250.01,545
610,Empresarial,192298.75,2016-09-06,False,COP,25364.08,866
611,Corriente,418538.8,2016-06-14,True,COP,29263.41,506
612,Ahorro,395284.95,2020-12-19,True,COP,1032.08,659
613,Corriente,341201.13,2023-11-20,True,EUR,3541.73,276
614,Ahorro,331818.7,2024-09-24,True,MXN,19666.02,635
615,Inversión,342837.65,2021-05-20,True,GTQ,33977.55,172
616,Inversión,449893.4,2016-12-21,True,EUR,14147.8,187
617,Nómina,196647.36,2021-08-28,False,USD,7877.35,847
618,Nómina,147152.52,2022-02-27,True,USD,34492.75,758
619,Nómina,423386.88,2023-11-08,False,USD,43448.31,200
620,Nómina,480241.3,2021-06-03,True,EUR,20840.15,267
621,Ahorro,342266.18,2018-09-04,True,COP,38313.41,740
622,Empresarial,89031.5,2018-11-07,False,USD,48462.77,176
623,Empresarial,473037.76,2017-06-26,True,EUR,26957.31,801
624,Inversión,51200.14,2024-08-25,True,COP,35820.15,379
625,Inversión,12927.07,2022-03-30,False,COP,13879.62,396
626,Nómina,162255.74,2021-11-03,True,MXN,38877.16,295
627,Inversión,112180.93,2017-03-06,True,COP,6878.91,692
628,Nómina,412181.86,2015-11-02,True,MXN,30351.05,169
629,Ahorro,99653.99,2024-05-05,True,COP,12564.88,813
630,Ahorro,43096.48,2019-01-31,True,MXN,16071.44,334
631,Inversión,226893.0,2018-08-31,True,USD,6253.89,747
632,Corriente,183118.45,2024-12-08,True,MXN,24316.93,867
633,Nómina,48779.21,2023-12-16,False,MXN,42726.41,47
634,Ahorro,479904.13,2017-12-24,True,GTQ,14890.46,789
635,Ahorro,17692.58,2018-12-20,True,MXN,19763.69,542
636,Ahorro,348069.83,2020-11-15,False,COP,3946.97,751
637,Corriente,378906.63,2015-01-28,True,EUR,7359.02,865
638,Nómina,263438.87,2024-08-09,True,MXN,8976.69,141
639,Inversión,278747.55,2024-01-29,False,MXN,3860.09,333
640,Nómina,253269.07,2023-11-20,False,COP,22667.87,306
641,Corriente,69195.71,2022-12-02,True,COP,17526.98,759
642,Inversión,270720.6,2018-10-22,False,EUR,40033.52,325
643,Nómina,144087.51,2020-08-18,True,EUR,47942.25,933
644,Ahorro,483820.43,2024-02-10,False,EUR,2244.39,955
645,Ahorro,441256.75,2015-06-25,True,EUR,19252.68,236
646,Nómina,323705.29,2017-08-08,True,USD,7425.27,899
647,Ahorro,399676.12,2024-09-27,True,GTQ,11208.85,332
648,Inversión,240316.54,2020-11-07,True,MXN,28221.76,187
649,Ahorro,142026.35,2018-03-10,False,MXN,29735.24,734
650,Empresarial,72121.78,2024-07-15,True,MXN,23001.21,653
651,Empresarial,359708.46,2018-04-13,False,USD,37598.11,133
652,Inversión,422997.03,2023-04-14,True,EUR,15107.75,973
653,Ahorro,262961.25,2024-01-12,True,COP,40578.73,109
654,Corriente,95292.82,2015-09-15,True,USD,30722.38,900
655,Ahorro,313493.29,2021-12-31,True,GTQ,19480.66,9
656,Ahorro,259843.34,2019-08-29,True,MXN,8847.39,735
657,Nómina,231646.73,2015-04-10,True,MXN,20797.24,724
658,Ahorro,332612.14,2016-12-25,True,EUR,24523.9,329
659,Inversión,373438.62,2019-01-27,True,MXN,7647.67,159
660,Nómina,471074.65,2018-08-25,True,COP,5421.47,837
661,Empresarial,191268.15,2022-05-17,True,GTQ,20232.28,563
662,Corriente,359172.72,2016-05-10,False,USD,4102.77,704
663,Corriente,99240.76,2023-10-30,True,COP,33114.41,990
664,Corriente,478349.83,2015-04-30,True,USD,9454.65,591
665,Nómina,454829.8,2017-05-26,False,USD,47811.76,751
666,Empresarial,399721.54,2022-05-16,True,EUR,12577.33,564
667,Corriente,118303.72,2016-11-13,True,EUR,35421.04,251
668,Nómina,427863.92,2021-01-21,True,EUR,28241.26,316
669,Inversión,208995.91,2020-06-26,False,MXN,11724.44,828
670,Empresarial,144992.41,2015-03-22,True,EUR,43406.23,592
671,Empresarial,305645.3,2023-02-17,True,USD,44770.32,619
672,Nómina,219454.12,2017-02-04,True,MXN,4424.24,57
673,Inversión,123320.03,2021-09-06,False,COP,45622.51,737
674,Ahorro,107197.17,2022-12-09,True,USD,29399.35,572
675,Nómina,121589.3,2016-09-03,True,GTQ,7601.1,374
676,Empresarial,364628.62,2023-02-22,True,COP,10233.58,39
677,Ahorro,132729.25,2021-03-20,False,COP,40730.81,703
678,Empresarial,259360.14,2020-09-03,False,EUR,34496.27,710
679,Inversión,333707.22,2019-01-03,True,USD,32233.93,404
680,Ahorro,399366.16,2023-06-02,True,USD,1849.51,310
681,Corriente,461280.08,2022-03-28,True,COP,42904.1,588
682,Inversión,54829.47,2015-09-30,True,USD,47750.62,893
683,Nómina,449280.01,2024-09-23,True,GTQ,39168.3,659
684,Nómina,83823.29,2023-03-09,True,GTQ,5531.28,204
685,Empresarial,138664.37,2024-09-24,True,GTQ,30991.93,202
686,Ahorro,288316.93,2020-04-09,True,USD,34651.9,512
687,Ahorro,304387.73,2016-04-16,True,MXN,3372.41,155
688,Corriente,57868.24,2016-10-06,True,MXN,21095.46,771
689,Corriente,26846.38,2021-10-17,True,GTQ,6522.77,413
690,Ahorro,64838.29,2017-01-10,True,GTQ,31257.89,33
691,Empresarial,68079.79,2018-11-05,False,USD,10699.62,638
692,Corriente,18607.81,2021-05-31,True,MXN,19633.9,214
693,Nómina,6803.19,2017-01-02,False,EUR,39055.79,107
694,Corriente,382203.6,2018-03-01,True,GTQ,5414.92,24
695,Nómina,341552.55,2022-01-05,True,EUR,43132.35,591
696,Inversión,490993.72,2016-09-06,True,MXN,7311.56,861
697,Nómina,96907.58,2024-06-30,True,EUR,36357.14,860
698,Ahorro,405251.26,2023-04-03,True,USD,36067.99,583
699,Nómina,172684.86,2023-09-27,False,GTQ,39041.79,235
700,Empresarial,59413.3,2018-02-02,True,MXN,46823.27,563
701,Inversión,269865.7,2019-05-06,True,USD,11388.62,28
702,Inversión,470762.18,2024-12-16,True,GTQ,7901.45,494
703,Ahorro,211287.65,2019-01-22,True,MXN,12309.53,507
704,Inversión,30248.45,2021-09-19,True,MXN,36223.21,988
705,Ahorro,215667.82,2024-08-31,True,MXN,12181.86,130
706,Inversión,265570.5,2016-03-14,True,EUR,13792.03,885
707,Corriente,413901.04,2022-09-04,True,USD,35358.85,888
708,Inversión,16288.25,2015-08-29,True,GTQ,31190.72,930
709,Empresarial,478298.88,2021-04-30,False,EUR,21736.27,806
710,Inversión,311490.91,2019-02-28,False,COP,34176.36,357
711,Inversión,142593.3,2024-06-16,True,USD,13312.78,862
712,Ahorro,68515.9,2024-02-01,True,MXN,22275.06,114
713,Ahorro,277515.21,2023-08-17,True,COP,7009.2,213
714,Ahorro,403067.76,2023-04-06,False,COP,12262.7,461
715,Empresarial,138157.38,2016-01-04,False,USD,21766.46,44
716,Nómina,6663.19,2016-02-04,True,MXN,6262.71,607
717,Ahorro,434229.45,2016-03-19,True,GTQ,23709.31,201
718,Nómina,21321.07,2020-01-30,True,USD,3640.27,730
719,Corriente,166136.43,2015-07-15,True,EUR,48528.49,977
720,Inversión,246067.36,2017-03-28,False,USD,6596.09,202
721,Ahorro,8813.06,2019-11-18,True,EUR,27052.89,541
722,Inversión,223465.23,2022-11-21,False,COP,13434.27,31
723,Corriente,60336.14,2015-01-23,True,USD,49988.18,823
724,Corriente,303520.65,2016-10-03,False,EUR,42078.2,911
725,Empresarial,218460.75,2016-09-01,True,EUR,29672.21,538
726,Corriente,415363.45,2022-11-05,False,GTQ,2572.15,273
727,Empresarial,207460.53,2016-02-15,True,EUR,31715.04,26
728,Ahorro,397572.19,2015-07-27,False,COP,24797.03,479
729,Ahorro,456973.31,2015-06-02,True,EUR,29692.67,557
730,Nómina,34065.56,2023-01-07,True,COP,1148.32,256
731,Ahorro,158401.29,2016-12-06,True,EUR,30917.36,514
732,Ahorro,403935.19,2018-05-04,False,MXN,39382.97,542
733,Empresarial,319476.91,2022-04-08,True,USD,23699.14,450
734,Ahorro,406851.29,2019-04-15,True,GTQ,21133.47,392
735,Ahorro,74305.09,2020-06-09,True,GTQ,24766.05,585
736,Inversión,124196.08,2024-04-26,True,EUR,22407.79,216
737,Nómina,334898.78,2021-09-03,True,COP,28854.66,117
738,Nómina,223089.38,2015-03-02,True,EUR,9091.99,442
739,Corriente,13250.84,2020-03-28,True,COP,23576.35,926
740,Nómina,422141.02,2016-03-08,True,MXN,3691.2,163
741,Ahorro,315449.23,2022-05-29,True,GTQ,42631.35,924
742,Nómina,471862.71,2023-12-18,True,USD,19099.47,719
743,Nómina,285824.08,2021-09-05,False,USD,44974.89,86
744,Empresarial,481263.36,2023-03-13,True,COP,2496.25,841
745,Ahorro,485257.05,2019-06-23,True,EUR,27220.09,165
746,Ahorro,225700.54,2024-11-14,True,COP,26144.12,950
747,Corriente,285586.71,2019-12-09,True,MXN,46692.84,553
748,Corriente,30951.07,2015-04-16,True,COP,3294.29,486
749,Inversión,236690.3,2016-01-19,True,USD,19632.25,88
750,Inversión,297880.63,2016-01-10,True,USD,26034.02,512
751,Nómina,135281.02,2016-11-08,False,COP,45286.77,155
752,Empresarial,363130.1,2019-05-26,False,GTQ,14089.59,603
753,Inversión,114745.7,2016-04-27,True,GTQ,39715.71,434
754,Ahorro,177369.56,2015-06-30,False,COP,32474.01,182
755,Empresarial,142130.32,2024-01-25,True,EUR,36420.4,363
756,Ahorro,389537.44,2020-02-29,False,USD,15349.64,47
757,Nómina,463120.93,2022-11-15,True,COP,19439.42,560
758,Corriente,360205.43,2021-11-10,False,GTQ,14016.59,524
759,Inversión,75929.53,2019-12-24,True,USD,28480.82,105
760,Empresarial,71255.61,2018-12-27,True,MXN,14485.64,560
761,Corriente,271.62,2021-06-08,True,EUR,27196.48,546
762,Nómina,114053.23,2015-06-18,False,USD,49265.61,405
763,Empresarial,75754.21,2023-06-11,False,COP,29211.76,436
764,Ahorro,311657.21,2015-09-17,True,EUR,4618.8,850
765,Ahorro,293290.32,2023-06-27,True,EUR,33397.88,615
766,Corriente,499289.64,2024-10-16,True,MXN,6290.06,219
767,Empresarial,359885.25,2015-01-02,True,USD,49069.62,45
768,Inversión,160676.66,2020-09-24,True,MXN,17290.09,850
769,Ahorro,455013.88,2019-01-15,True,EUR,25284.01,269
770,Ahorro,308178.18,2019-10-23,True,GTQ,43779.05,714
771,Inversión,136872.69,2023-11-01,False,MXN,42411.27,482
772,Empresarial,448298.19,2023-05-20,True,COP,7212.09,265
773,Nómina,269166.25,2023-06-12,True,COP,27511.05,930
774,Ahorro,433162.75,2020-03-06,True,GTQ,14303.43,454
775,Inversión,206908.37,2024-07-04,True,USD,42147.0,638
776,Corriente,459566.45,2022-01-10,False,EUR,27749.84,632
777,Nómina,308741.59,2017-10-16,False,COP,27928.05,320
778,Nómina,190643.09,2018-07-03,True,EUR,17673.96,268
779,Inversión,401809.29,2015-07-21,True,GTQ,31071.16,740
780,Nómina,339793.57,2015-08-28,False,EUR,13073.43,952
781,Empresarial,444588.0,2015-07-02,True,GTQ,4448.8,81
782,Empresarial,341414.75,2015-09-11,True,COP,27353.06,790
783,Nómina,403771.2,2017-04-28,False,EUR,13179.09,1000
784,Corriente,50094.16,2021-06-30,True,EUR,19247.03,58
785,Empresarial,242805.51,2015-07-21,True,COP,33147.14,587
786,Inversión,403516.08,2018-05-08,True,USD,3300.96,943
787,Empresarial,499320.14,2022-08-27,True,COP,31056.13,442
788,Empresarial,205289.1,2018-08-31,False,EUR,8929.63,840
789,Inversión,157442.33,2024-09-13,True,MXN,38057.05,349
790,Nómina,446242.56,2021-05-28,False,EUR,38632.26,988
791,Corriente,96224.53,2020-09-05,True,MXN,7411.94,878
792,Inversión,129118.46,2019-07-15,False,USD,42860.12,189
793,Empresarial,168320.02,2018-03-30,True,GTQ,20428.03,343
794,Nómina,304159.25,2017-07-26,True,GTQ,35044.84,692
795,Empresarial,80216.04,2017-02-03,True,USD,8455.64,186
796,Empresarial,214148.17,2024-11-19,False,MXN,16220.2,138
797,Inversión,306675.24,2019-05-18,True,GTQ,4874.19,288
798,Ahorro,46240.85,2024-07-20,True,COP,40047.22,655
799,Empresarial,496687.42,2015-01-26,True,GTQ,24254.68,529
800,Empresarial,240652.06,2020-07-18,True,USD,43856.32,178
801,Nómina,297802.64,2019-01-07,False,GTQ,46618.28,280
802,Empresarial,67541.52,2023-01-21,False,EUR,42784.35,654
803,Empresarial,38162.23,2023-03-11,True,USD,3620.09,542
804,Inversión,114480.9,2023-07-09,False,EUR,12170.82,355
805,Nómina,364775.16,2024-09-18,True,MXN,28151.27,998
806,Corriente,184311.04,2017-12-20,True,EUR,7267.92,688
807,Nómina,347388.59,2017-08-10,True,EUR,18739.43,771
808,Inversión,23669.82,2022-07-31,False,EUR,15969.65,377
809,Inversión,326138.3,2018-10-18,True,USD,42429.99,79
810,Ahorro,70057.86,2017-03-03,True,MXN,14987.83,551
811,Nómina,382698.46,2023-03-14,False,COP,36938.55,87
812,Empresarial,219250.34,2023-09-04,False,USD,12901.91,301
813,Corriente,244693.68,2015-05-06,True,COP,27405.9,702
814,Corriente,409841.91,2020-04-28,True,GTQ,33097.69,63
815,Ahorro,303409.59,2019-05-05,True,GTQ,13491.57,732
816,Corriente,16696.75,2021-10-29,True,EUR,36240.14,516
817,Corriente,133455.99,2017-07-28,True,USD,44173.73,13
818,Ahorro,428933.45,2024-09-05,True,COP,4387.06,894
819,Empresarial,220326.74,2020-08-31,True,COP,45345.15,863
820,Empresarial,172735.66,2016-12-06,True,EUR,13465.27,687
821,Inversión,130900.22,2019-10-18,True,COP,11303.03,548
822,Inversión,344248.17,2020-04-30,True,MXN,35524.26,566
823,Ahorro,7883.24,2022-09-11,True,USD,32538.82,127
824,Corriente,268361.77,2020-08-19,True,COP,37031.72,824
825,Nómina,283992.48,2019-10-10,True,COP,3985.12,323
826,Empresarial,289429.71,2016-06-28,False,GTQ,14437.8,461
827,Corriente,126971.18,2017-08-10,True,GTQ,43230.55,613
828,Nómina,373874.73,2019-04-11,True,USD,14122.18,927
829,Corriente,415837.61,2022-04-11,True,COP,23026.99,534
830,Corriente,119209.76,2023-11-20,True,USD,48813.51,662
831,Nómina,250034.59,2019-05-25,True,COP,11294.42,177
832,Nómina,433480.34,2015-07-22,True,USD,8139.58,46
833,Ahorro,7549.93,2017-07-31,True,GTQ,1797.59,709
834,Nómina,193031.31,2019-11-13,False,GTQ,3220.17,31
835,Nómina,420653.4,2021-09-10,False,MXN,6963.43,561
836,Ahorro,408933.15,2017-02-14,True,MXN,40046.12,296
837,Ahorro,458642.86,2017-08-21,True,EUR,32843.91,657
838,Ahorro,294857.35,2023-06-20,True,MXN,14541.82,802
839,Nómina,320793.11,2017-03-09,True,EUR,21024.73,603
840,Inversión,416045.56,2023-11-11,True,GTQ,1178.85,751
841,Ahorro,228576.33,2023-06-06,False,USD,1171.91,837
842,Inversión,471734.86,2023-04-29,False,MXN,41870.47,340
843,Ahorro,451479.4,2015-07-08,False,MXN,48649.76,685
844,Empresarial,211098.69,2016-01-12,True,GTQ,45344.37,403
845,Inversión,149615.5,2015-12-21,True,USD,49352.3,2
846,Empresarial,270872.76,2016-02-16,False,COP,41079.3,939
847,Nómina,134505.39,2021-12-08,False,GTQ,26616.84,16
848,Inversión,386525.49,2023-07-11,True,MXN,21564.83,208
849,Inversión,277025.15,2019-03-28,False,USD,20032.3,471
850,Ahorro,264024.45,2021-01-20,False,COP,28215.62,920
851,Nómina,59244.81,2020-12-07,False,COP,4559.74,32
852,Inversión,401445.09,2019-10-23,True,EUR,23223.18,80
853,Nómina,227289.9,2019-03-25,True,COP,12600.63,23
854,Ahorro,66437.25,2024-11-18,True,MXN,42614.24,647
855,Nómina,288698.38,2024-04-26,True,MXN,1719.93,81
856,Nómina,427404.81,2023-07-15,True,USD,47096.51,803
857,Empresarial,180667.34,2020-09-21,True,GTQ,23567.96,468
858,Inversión,353062.56,2022-07-11,True,MXN,15543.1,617
859,Corriente,392050.77,2016-01-31,True,EUR,5503.2,730
860,Nómina,201466.19,2016-07-18,False,EUR,9674.28,145
861,Nómina,471518.26,2018-10-01,True,MXN,3616.33,725
862,Inversión,360530.95,2019-02-09,True,USD,6156.55,567
863,Inversión,340539.53,2019-03-08,False,GTQ,16629.06,799
864,Nómina,63296.88,2024-06-22,True,USD,42383.64,376
865,Empresarial,415269.22,2022-12-19,True,GTQ,4105.1,409
