id_usuario,id_dispositivo,fecha_uso,frecuencia,activo
464,255,2023-08-06,125,True
464,302,2025-12-07,67,True
465,435,2024-08-07,100,True
465,97,2025-01-04,126,False
465,298,2023-05-10,6,False
466,293,2024-10-20,78,True
466,206,2022-10-14,101,False
467,310,2024-12-06,124,True
468,177,2025-04-10,86,True
468,431,2025-10-08,44,False
468,42,2025-02-13,80,True
469,539,2022-11-13,97,True
469,449,2024-09-03,53,True
470,192,2023-11-23,134,True
471,574,2024-08-10,101,True
472,273,2022-01-15,66,True
473,453,2023-06-01,67,True
473,436,2023-11-30,184,True
473,133,2023-09-14,103,False
474,529,2023-11-10,196,True
474,423,2025-04-28,46,True
475,380,2022-05-28,119,True
475,254,2024-01-31,177,False
476,567,2023-09-01,84,True
477,466,2022-03-01,183,False
477,335,2022-01-15,161,True
477,363,2024-06-19,67,False
478,540,2022-03-31,125,True
478,430,2023-10-02,137,True
479,306,2022-08-24,58,False
479,256,2022-09-01,46,True
479,447,2022-04-06,127,False
480,202,2023-12-19,156,True
481,181,2025-07-28,33,True
481,372,2022-09-17,74,False
481,550,2022-09-01,100,True
482,194,2024-01-17,64,True
482,111,2024-09-24,109,False
482,362,2023-09-30,105,True
483,102,2022-07-31,166,False
483,112,2022-03-08,168,True
484,474,2023-04-01,146,False
484,82,2025-07-12,44,False
485,241,2023-10-04,134,True
485,289,2025-02-20,182,True
485,102,2022-10-03,118,True
486,139,2024-06-25,126,False
487,330,2024-02-28,166,False
488,200,2025-05-17,2,False
488,99,2025-10-26,116,True
489,500,2025-03-13,65,True
489,539,2022-01-05,169,True
490,551,2025-05-03,188,True
491,580,2025-07-24,12,True
492,100,2025-05-24,159,True
492,334,2025-02-12,192,True
493,159,2025-11-23,145,True
494,431,2023-05-31,83,True
494,426,2025-08-03,82,False
495,133,2024-12-10,4,True
495,244,2025-01-31,99,True
496,183,2024-04-27,12,True
496,568,2022-01-17,94,False
497,27,2025-10-02,31,False
497,565,2024-11-13,4,True
497,254,2022-01-01,1,True
498,468,2025-01-06,40,False
499,537,2024-09-08,162,True
499,159,2022-04-15,194,True
500,466,2022-05-25,16,False
501,435,2025-03-15,189,True
502,210,2025-12-20,152,True
503,401,2022-12-09,29,True
503,276,2022-05-22,90,False
504,593,2025-02-23,16,True
505,130,2024-07-19,188,True
506,171,2025-11-23,153,True
506,159,2025-09-18,144,True
506,222,2023-11-12,138,True
507,598,2022-12-10,181,True
507,206,2025-02-19,150,False
508,500,2025-08-13,168,True
508,332,2023-12-21,156,True
508,55,2025-06-02,37,False
509,246,2024-01-07,93,False
510,357,2024-07-21,39,False
510,227,2023-06-22,103,False
510,221,2025-08-19,133,False
511,446,2022-06-17,170,False
512,359,2023-10-20,143,True
513,213,2022-02-07,179,False
513,154,2025-04-17,105,True
514,600,2025-05-16,172,True
514,305,2022-05-13,110,True
515,336,2025-07-08,169,True
515,44,2023-01-19,119,False
515,521,2025-06-13,175,False
516,99,2023-07-17,85,True
516,555,2022-06-15,19,False
516,124,2024-08-27,161,True
517,287,2023-11-22,133,True
517,549,2024-09-17,70,False
517,264,2022-03-29,12,False
518,431,2023-01-12,142,False
519,355,2025-01-11,6,True
519,190,2022-02-13,15,False
520,24,2023-12-30,117,True
520,83,2025-03-13,128,True
520,216,2025-09-08,171,True
521,330,2025-11-05,38,False
521,132,2023-11-08,89,False
522,432,2024-10-21,7,False
522,561,2023-07-04,109,False
523,14,2022-01-03,27,True
523,576,2022-08-16,33,True
523,390,2022-11-09,70,False
524,301,2025-06-25,166,False
525,496,2025-10-21,10,True
525,139,2023-12-08,30,False
526,41,2024-03-16,167,True
526,143,2023-09-24,178,True
526,436,2022-04-14,160,True
527,497,2022-11-23,74,False
527,491,2024-09-19,74,True
528,249,2022-04-22,176,False
528,218,2023-11-14,113,True
529,550,2025-05-20,8,False
529,97,2025-10-13,15,True
529,428,2023-05-27,69,False
530,315,2025-07-09,198,False
530,83,2024-10-31,4,True
531,47,2025-10-20,40,True
532,16,2023-10-10,200,False
533,353,2024-07-24,64,True
533,444,2025-02-11,199,False
534,514,2024-09-10,97,True
535,369,2024-01-02,89,True
535,340,2024-11-08,106,False
536,394,2025-01-12,93,True
536,437,2024-02-27,69,False
537,538,2022-12-10,169,True
537,318,2024-11-10,122,True
538,47,2022-04-16,14,True
539,361,2023-06-19,104,False
539,272,2023-11-29,64,True
540,456,2025-06-27,131,True
540,140,2025-04-13,68,False
541,521,2023-08-10,74,True
541,7,2023-08-11,31,False
541,319,2024-02-01,10,True
542,395,2023-03-11,196,True
542,494,2022-03-24,110,False
542,343,2025-08-21,28,True
543,107,2025-04-24,101,False
543,124,2023-02-10,137,False
543,452,2024-01-16,168,False
544,334,2025-02-28,72,True
544,183,2025-03-23,135,True
545,196,2023-05-20,166,True
545,296,2022-06-06,158,False
545,472,2024-08-04,185,True
546,533,2022-01-12,28,False
547,387,2024-06-23,179,True
547,302,2023-02-01,98,True
547,271,2025-01-22,160,True
548,533,2023-11-11,155,True
548,450,2022-07-23,67,True
548,426,2025-03-20,198,True
549,259,2025-05-22,53,False
549,314,2024-09-09,100,False
550,547,2025-04-07,55,False
550,518,2024-05-05,21,True
550,93,2025-12-05,135,False
551,471,2024-02-24,79,False
551,324,2024-12-08,173,True
552,300,2023-01-23,21,False
552,425,2025-07-23,82,True
552,69,2025-11-22,115,False
553,38,2025-08-04,8,True
553,199,2025-09-20,17,True
553,430,2022-02-10,95,True
554,502,2023-09-05,16,True
554,545,2023-09-11,87,False
554,377,2025-01-06,196,True
555,587,2023-10-20,96,False
555,97,2025-08-04,44,True
556,93,2023-04-11,9,True
556,531,2023-05-11,116,True
556,112,2024-12-01,178,False
557,357,2025-04-05,79,True
558,242,2023-06-20,84,False
559,177,2023-02-18,46,True
559,529,2022-04-25,192,True
559,296,2023-12-13,82,True
560,105,2024-02-24,46,False
561,277,2023-03-02,86,True
561,290,2025-05-07,33,False
562,206,2022-10-02,127,False
562,57,2022-11-12,53,True
563,263,2025-07-22,9,True
563,538,2022-06-02,12,True
564,497,2024-03-05,60,True
565,213,2023-03-02,72,False
565,426,2022-01-05,47,False
566,385,2023-03-03,63,False
566,376,2024-03-26,72,True
566,414,2025-07-31,46,False
567,508,2022-03-19,44,True
567,155,2022-07-13,93,False
567,91,2023-07-05,174,False
568,234,2023-12-20,25,True
568,134,2025-08-23,51,False
568,391,2024-11-05,94,True
569,320,2025-01-02,94,True
569,398,2022-04-16,163,True
570,252,2023-11-15,74,False
570,482,2022-11-11,44,True
570,37,2023-10-17,186,True
571,47,2024-04-10,20,True
572,18,2022-01-09,69,True
573,544,2025-05-22,35,True
573,373,2025-07-23,43,True
573,275,2022-04-16,130,True
574,384,2024-05-07,144,False
575,225,2023-11-16,94,True
576,246,2024-11-08,95,False
576,569,2022-05-10,135,True
577,267,2023-03-06,157,False
577,450,2023-09-01,136,True
577,594,2025-02-21,11,True
578,369,2024-09-27,183,True
578,208,2024-12-10,1,True
579,129,2024-04-11,162,True
579,1,2025-03-29,173,True
579,11,2023-09-15,65,True
580,27,2022-07-30,117,True
580,16,2023-11-14,106,False
581,356,2023-10-24,133,False
581,40,2025-08-15,102,True
582,407,2025-04-24,128,False
582,137,2022-12-02,52,True
582,297,2023-01-08,11,True
583,19,2022-05-06,103,True
584,66,2025-03-21,27,True
584,440,2025-02-28,121,True
584,253,2024-02-21,195,True
585,81,2025-10-07,24,True
585,151,2022-04-12,40,False
586,112,2022-10-01,37,True
586,162,2025-02-08,106,False
587,277,2022-01-05,184,True
588,295,2023-11-07,77,True
588,150,2023-06-20,189,False
588,160,2022-12-16,74,True
589,153,2023-04-19,177,True
590,58,2022-01-31,7,True
590,196,2022-09-23,115,False
590,176,2025-01-20,169,False
591,272,2025-09-18,61,True
592,501,2025-03-07,25,False
593,344,2023-04-17,195,True
594,331,2024-02-19,30,False
594,497,2024-04-21,48,False
594,288,2025-11-27,133,True
595,500,2024-02-09,74,True
595,551,2025-05-05,117,True
596,372,2023-03-18,97,True
596,282,2022-01-08,142,True
596,1,2025-08-07,120,True
597,56,2024-03-14,63,True
597,386,2022-04-23,33,True
597,193,2022-09-07,185,True
598,482,2022-12-02,108,True
598,502,2023-02-10,110,True
599,150,2023-08-20,83,False
599,559,2025-03-17,121,False
599,462,2024-07-20,51,False
600,187,2025-11-16,77,True
600,515,2022-11-16,17,True
600,443,2022-12-07,153,True
601,191,2022-11-25,136,True
602,535,2022-06-19,51,False
603,181,2022-12-01,56,True
603,29,2024-02-28,38,True
604,29,2025-04-04,181,True
604,44,2025-11-08,25,True
604,307,2022-06-02,44,True
605,165,2023-01-15,152,True
605,258,2024-01-28,100,True
606,27,2024-12-05,171,False
606,581,2023-03-28,148,False
606,233,2025-11-29,165,True
607,287,2024-04-29,41,False
608,194,2023-02-07,165,True
608,286,2022-08-20,91,True
608,351,2025-02-06,187,True
609,535,2024-07-04,131,False
610,374,2025-07-02,21,False
610,23,2023-11-29,63,True
610,594,2025-08-01,191,True
611,575,2024-09-14,93,False
611,354,2022-05-02,131,False
612,354,2024-09-03,34,True
613,196,2022-01-29,2,True
614,573,2024-05-12,18,False
615,311,2024-10-27,77,True
615,468,2023-08-07,120,False
616,359,2022-12-11,191,False
616,101,2023-07-05,141,True
616,376,2025-08-16,98,True
617,570,2025-07-30,198,True
618,140,2025-09-23,36,True
618,1,2022-12-20,86,True
618,378,2025-07-24,172,False
619,106,2022-08-15,191,False
619,64,2024-01-24,91,False
620,183,2025-08-31,78,True
620,147,2024-05-15,169,True
621,431,2025-08-13,130,True
621,584,2023-06-28,13,False
622,583,2024-04-03,78,True
622,37,2023-05-24,52,True
623,175,2023-08-15,197,True
623,204,2022-11-16,7,True
624,278,2023-04-06,36,True
624,69,2023-08-28,57,True
625,213,2024-09-06,19,True
626,273,2023-01-25,31,True
627,67,2023-11-18,174,True
627,547,2023-05-22,167,True
627,374,2023-05-09,187,True
628,191,2022-12-01,94,True
628,412,2023-07-19,151,True
628,289,2024-06-16,141,True
629,446,2024-06-16,167,False
630,391,2023-08-18,73,True
630,519,2024-04-27,161,True
630,38,2024-08-13,169,False
631,472,2024-12-09,21,False
632,71,2022-03-17,28,True
633,297,2024-12-08,198,True
633,381,2024-03-13,156,False
634,132,2022-08-03,29,False
634,522,2024-09-14,79,False
635,21,2022-02-22,72,True
635,599,2022-05-23,14,False
635,64,2024-06-18,44,False
636,74,2023-08-24,146,True
637,291,2025-03-10,154,True
638,425,2023-08-16,15,True
639,134,2022-05-31,16,True
640,282,2025-11-03,53,True
641,357,2024-01-29,3,True
642,374,2024-12-05,132,True
643,325,2022-03-21,100,True
643,16,2024-05-31,114,True
643,119,2023-07-02,30,True
644,234,2023-12-09,19,True
644,413,2022-02-13,146,True
644,124,2023-06-29,185,True
645,486,2022-04-16,176,True
645,67,2023-12-03,200,True
646,398,2022-08-24,27,True
646,126,2022-08-29,21,False
646,445,2022-12-23,186,True
647,263,2023-03-02,193,True
648,198,2023-06-24,29,True
648,403,2022-08-04,166,True
648,334,2022-01-22,162,True
649,511,2023-01-18,82,True
649,221,2022-09-06,179,True
649,509,2023-02-14,128,True
650,150,2022-01-15,113,True
651,33,2025-01-22,166,True
651,329,2022-12-29,77,True
652,530,2024-06-13,185,True
652,439,2025-10-12,152,True
652,326,2023-04-17,61,True
653,102,2025-10-08,4,False
654,589,2023-05-02,20,False
654,101,2025-12-15,69,True
654,27,2025-05-03,157,False
655,118,2022-12-04,185,False
655,463,2025-12-19,29,False
655,139,2025-09-17,180,False
656,529,2024-12-02,115,True
657,79,2023-11-18,182,False
657,264,2025-06-29,39,True
657,272,2025-07-26,50,True
658,339,2022-04-01,39,True
658,437,2023-06-18,166,True
658,491,2023-05-13,137,False
659,404,2024-06-14,72,False
659,65,2022-06-20,10,True
660,176,2025-03-04,164,False
661,480,2022-10-31,70,True
662,437,2024-10-06,121,True
663,530,2023-04-24,170,True
663,467,2024-07-28,130,True
663,12,2024-10-07,1,False
664,138,2023-05-30,14,False
664,229,2025-07-20,92,True
664,225,2023-01-27,191,True
665,466,2025-03-26,46,True
665,576,2023-01-05,172,True
666,395,2022-06-21,182,True
666,168,2022-02-03,22,True
667,334,2022-08-28,174,True
668,411,2022-04-29,175,False
668,429,2025-04-16,109,True
669,21,2025-02-09,70,True
670,246,2025-07-03,7,False
670,582,2023-01-05,169,False
670,489,2024-03-11,124,True
671,22,2024-12-18,107,True
671,212,2023-03-24,150,False
672,355,2022-04-01,101,True
672,415,2025-08-09,127,True
672,9,2023-11-29,91,True
673,28,2025-08-21,10,True
673,50,2025-10-22,156,True
673,562,2023-03-23,12,True
674,192,2024-01-09,13,False
674,518,2022-03-15,90,True
674,442,2023-08-28,80,True
675,588,2023-08-13,199,True
675,130,2023-06-20,55,True
675,68,2024-03-14,13,True
676,185,2025-05-06,163,False
677,44,2024-06-20,103,True
677,596,2022-08-29,196,False
677,517,2022-08-13,190,True
678,550,2023-03-08,106,True
678,535,2023-06-24,157,True
678,243,2022-10-02,24,True
679,286,2025-02-28,179,True
679,122,2024-09-06,112,True
680,381,2022-02-17,178,False
680,42,2023-07-26,49,True
681,204,2022-08-04,86,True
681,363,2025-08-13,171,True
682,330,2022-04-18,184,False
683,573,2024-03-17,10,True
684,61,2023-03-13,109,True
684,299,2025-02-11,110,True
684,369,2024-03-21,121,True
685,333,2022-06-03,81,True
686,506,2023-08-06,52,False
686,140,2024-10-13,1,False
687,175,2022-04-27,118,False
688,27,2023-03-01,127,False
689,3,2022-08-25,1,True
690,147,2022-01-12,129,True
690,246,2023-06-11,25,True
690,10,2025-05-08,176,False
691,591,2024-08-08,89,True
692,533,2024-12-31,91,True
692,411,2024-03-27,22,False
692,19,2024-10-18,102,True
693,273,2025-05-12,13,True
693,229,2025-04-23,74,False
694,409,2022-06-03,112,False
694,145,2022-09-14,177,True
694,478,2025-11-13,114,True
695,108,2022-02-08,88,True
695,39,2022-12-13,186,True
696,185,2024-12-07,167,True
697,365,2023-11-10,150,True
697,94,2025-12-19,136,False
698,393,2025-01-12,130,True
698,257,2025-07-03,148,True
699,600,2024-07-10,71,True
700,65,2024-12-26,11,True
701,555,2023-08-26,143,True
702,87,2025-08-01,78,True
702,262,2023-04-04,188,False
703,452,2023-04-20,97,False
704,38,2025-06-24,16,False
704,338,2024-06-16,87,True
704,480,2025-05-19,79,True
705,222,2022-08-03,136,False
705,224,2025-09-01,66,True
706,587,2022-02-02,4,True
706,293,2025-04-30,43,False
706,499,2025-01-05,88,True
707,303,2024-03-29,186,False
708,325,2022-05-23,41,True
709,504,2024-04-05,189,True
709,536,2025-05-31,105,True
710,21,2024-02-14,110,True
711,457,2024-10-25,174,True
711,318,2022-09-23,189,True
711,432,2024-01-09,142,True
712,224,2025-02-14,85,True
712,43,2025-07-10,169,True
712,302,2025-07-06,87,True
713,239,2025-03-22,141,True
713,199,2024-12-15,51,False
713,260,2024-02-12,100,False
714,536,2022-09-03,66,True
715,544,2024-03-12,12,True
715,415,2023-11-09,58,True
715,570,2025-12-24,58,True
716,207,2022-02-15,123,True
716,478,2025-05-15,27,False
717,299,2025-12-15,135,False
718,529,2024-05-20,6,True
718,368,2022-05-08,132,False
719,232,2023-05-04,71,True
719,73,2023-01-03,156,False
719,153,2025-05-19,166,False
720,356,2023-07-14,193,True
720,521,2023-03-04,52,True
721,534,2022-08-10,78,False
721,504,2025-12-21,79,True
721,359,2022-02-18,118,True
722,539,2022-09-30,12,True
723,365,2025-10-10,16,False
723,57,2024-06-26,131,True
723,458,2024-07-03,86,True
724,36,2023-10-20,49,False
725,496,2025-07-28,162,True
725,62,2025-08-28,57,True
726,214,2023-03-21,100,True
726,276,2023-01-06,65,True
727,87,2023-12-31,196,True
727,445,2023-04-04,39,False
728,448,2024-05-01,182,True
728,282,2024-11-07,197,False
729,271,2025-08-29,62,True
730,559,2023-12-02,20,True
730,541,2022-11-28,179,True
731,371,2024-10-11,122,True
731,62,2024-03-03,18,True
731,401,2022-03-02,21,True
732,262,2022-06-26,153,True
732,314,2022-02-22,186,True
732,63,2025-04-19,40,True
733,524,2023-02-19,174,True
733,437,2022-09-16,115,False
734,571,2024-08-28,123,True
735,337,2023-06-18,1,True
735,230,2023-09-02,121,True
736,353,2022-08-23,50,True
736,280,2025-09-11,2,True
737,168,2024-05-06,92,False
737,442,2023-12-02,47,False
737,229,2025-09-29,97,True
738,398,2023-01-02,117,True
738,258,2023-11-30,173,True
739,240,2023-09-17,150,False
740,587,2023-05-21,155,True
740,370,2025-06-24,92,True
740,243,2024-03-28,169,True
741,174,2023-01-07,176,True
741,593,2023-06-21,113,True
741,340,2023-06-11,67,True
742,367,2024-10-29,182,False
742,206,2025-06-03,170,False
743,70,2025-02-25,187,False
744,395,2025-11-16,156,True
744,457,2022-05-08,70,True
745,554,2023-11-10,186,True
745,532,2024-07-12,17,True
745,531,2023-04-23,70,False
746,273,2023-04-06,7,True
746,597,2025-06-23,177,False
746,478,2023-05-07,141,True
747,277,2022-12-28,72,True
747,160,2025-06-14,197,True
748,8,2023-09-10,179,True
748,528,2024-12-11,99,False
748,572,2025-07-27,160,True
749,463,2024-03-31,52,True
749,179,2024-09-25,43,True
749,450,2024-08-11,27,True
750,457,2025-01-31,117,True
750,492,2025-01-04,22,True
751,126,2024-04-06,41,True
751,501,2023-03-10,97,True
752,241,2024-12-16,185,True
753,65,2023-08-21,6,False
754,221,2022-06-04,146,False
754,121,2024-03-25,109,True
754,124,2024-05-18,44,True
755,407,2025-06-18,186,False
755,536,2025-03-28,165,False
755,442,2024-09-09,101,True
756,78,2024-10-25,36,True
756,320,2024-08-09,146,False
756,186,2022-09-15,66,True
757,566,2024-05-17,113,True
757,467,2022-07-29,101,True
758,275,2024-11-28,171,False
759,472,2025-06-02,37,True
759,468,2025-01-04,95,False
760,197,2023-10-09,39,False
761,57,2022-02-23,159,True
761,300,2022-05-24,58,True
761,245,2023-05-30,88,True
762,293,2024-09-06,194,True
763,355,2023-10-07,133,True
764,68,2025-02-15,29,False
765,87,2024-06-29,24,False
765,2,2024-07-12,7,True
766,484,2025-08-30,110,False
766,203,2022-08-28,54,True
767,305,2023-10-03,63,False
767,202,2023-01-31,103,True
768,358,2023-10-23,3,True
769,251,2023-05-13,178,False
769,180,2022-07-01,9,True
770,346,2023-09-07,179,True
771,336,2025-05-05,18,True
771,594,2025-04-20,172,False
772,585,2024-07-08,121,True
772,239,2022-07-15,180,True
773,370,2024-05-27,137,False
774,129,2024-01-28,142,True
774,192,2022-03-26,18,True
774,222,2023-11-07,79,True
775,198,2024-03-22,121,False
775,523,2024-11-21,176,True
776,513,2024-06-06,61,True
776,308,2025-10-02,80,False
777,594,2024-11-05,30,True
777,414,2023-02-02,193,True
778,460,2023-01-31,145,True
778,28,2024-02-12,182,True
779,144,2025-04-03,76,True
780,92,2025-06-11,45,True
781,269,2023-03-12,165,False
781,350,2022-04-13,111,False
782,495,2025-01-13,44,True
782,590,2025-03-31,189,True
782,515,2024-09-10,35,True
783,142,2022-02-07,56,False
784,518,2023-01-29,151,False
785,108,2024-01-26,1,False
786,377,2025-06-27,90,True
786,502,2024-05-22,21,True
786,573,2022-05-05,186,False
787,526,2022-03-12,61,True
787,318,2022-03-05,2,True
788,277,2024-05-10,134,True
788,82,2025-12-06,197,True
788,122,2023-07-16,55,True
789,1,2024-01-03,127,True
789,201,2023-01-16,27,False
790,123,2023-12-06,69,False
791,134,2025-03-29,21,False
791,486,2025-05-04,189,True
792,389,2025-06-26,169,True
792,69,2023-04-27,98,True
792,68,2024-09-30,165,True
793,583,2022-09-21,5,True
793,588,2023-09-12,139,False
794,408,2022-02-21,146,True
795,431,2024-11-30,4,True
796,349,2025-09-17,56,False
797,19,2025-07-02,99,True
797,216,2025-05-31,77,True
798,201,2025-09-03,69,False
798,505,2023-03-02,33,True
798,4,2025-04-09,106,True
799,381,2023-02-07,86,True
800,30,2024-01-05,57,True
800,353,2024-06-03,191,True
800,316,2025-10-18,144,False
801,576,2025-08-17,177,False
801,18,2023-09-08,153,True
801,45,2023-06-27,106,True
802,339,2023-10-23,92,True
802,415,2025-03-13,188,True
802,167,2023-08-03,9,True
803,462,2025-10-08,75,True
803,83,2025-08-04,145,True
803,379,2023-02-12,146,True
804,2,2023-04-26,132,False
804,594,2022-05-31,178,True
804,410,2024-10-16,113,False
805,369,2022-11-14,19,False
806,517,2024-02-15,136,False
806,44,2023-06-19,178,True
807,267,2022-10-23,152,True
807,34,2024-11-20,174,False
807,544,2025-04-17,37,True
808,333,2024-09-18,132,True
808,558,2022-04-03,50,True
808,25,2023-03-15,116,True
809,85,2022-11-11,14,True
810,569,2024-04-18,146,False
810,314,2024-11-29,91,True
810,64,2024-07-24,65,False
811,565,2022-06-09,49,True
811,23,2025-04-28,90,False
812,121,2023-07-15,4,True
812,59,2022-05-28,142,True
812,249,2025-12-25,182,True
813,507,2022-03-10,1,True
814,528,2024-01-03,78,False
814,112,2022-10-04,175,True
815,257,2024-11-02,27,True
815,597,2023-08-06,174,True
815,170,2023-10-14,84,True
816,586,2024-02-28,38,True
816,370,2024-06-02,21,True
816,276,2022-07-27,40,False
817,578,2025-01-15,115,True
817,65,2022-04-30,157,True
817,133,2022-09-06,86,True
818,262,2022-08-09,128,True
818,113,2022-08-15,25,True
818,528,2023-04-25,41,True
819,39,2025-05-11,104,False
819,352,2022-10-05,174,True
819,79,2022-09-27,32,True
820,578,2023-09-04,133,True
820,62,2022-01-04,20,True
821,213,2023-03-26,179,True
822,430,2024-07-20,149,True
823,378,2025-07-05,100,False
823,476,2023-05-19,48,True
824,197,2024-03-06,130,True
824,102,2023-08-24,62,True
824,289,2024-03-16,44,True
825,24,2024-09-23,68,False
825,58,2023-10-05,52,False
825,586,2025-08-05,4,True
826,377,2022-01-16,158,False
826,277,2022-11-28,135,False
826,71,2024-06-11,140,True
827,157,2023-11-10,115,True
827,184,2022-06-25,7,False
828,503,2023-01-14,120,True
828,126,2022-04-14,96,False
828,82,2023-12-18,190,True
829,522,2022-06-22,96,True
829,345,2022-07-06,142,True
829,366,2024-01-24,43,False
830,263,2023-05-21,161,True
830,144,2022-10-10,25,True
831,132,2025-02-03,79,True
832,538,2024-09-09,165,False
832,176,2025-03-06,137,True
833,166,2022-02-16,40,False
833,78,2025-08-10,118,True
833,394,2023-10-06,199,True
834,250,2023-06-23,38,True
834,320,2025-07-04,86,True
834,529,2022-08-16,63,True
835,372,2024-02-17,36,False
835,382,2023-04-11,16,True
836,142,2023-07-29,17,True
837,16,2022-08-25,29,True
838,289,2024-05-18,78,True
839,86,2023-08-01,64,True
840,490,2024-10-25,174,False
840,29,2024-01-31,86,False
840,142,2022-09-30,123,True
841,130,2024-05-25,14,False
842,577,2024-08-13,103,False
842,485,2025-06-08,150,False
843,461,2025-11-26,48,True
843,413,2025-10-07,152,True
843,314,2022-06-09,17,True
844,16,2024-07-06,177,True
844,297,2025-06-19,160,True
845,172,2025-12-05,115,False
845,413,2023-01-25,56,False
846,519,2022-02-23,11,True
846,116,2022-08-06,158,True
847,322,2022-04-08,169,True
847,189,2022-09-20,12,True
848,148,2024-09-17,3,False
849,146,2022-09-21,180,True
849,584,2023-04-03,61,False
850,142,2023-03-07,196,False
850,88,2023-09-16,60,True
850,115,2024-04-12,20,True
851,483,2023-09-22,174,True
851,424,2025-04-07,125,True
852,118,2022-08-18,155,False
852,594,2023-11-08,18,True
853,379,2024-10-08,140,True
854,246,2025-04-08,16,True
855,121,2023-10-22,166,True
855,529,2024-03-31,3,True
856,309,2022-09-24,54,True
856,183,2023-09-12,87,False
857,293,2025-12-27,97,False
857,595,2023-02-27,115,True
857,288,2024-08-03,166,False
858,355,2022-02-22,133,False
858,24,2024-01-02,166,False
859,68,2022-05-19,128,False
859,265,2025-07-18,79,True
860,62,2022-11-16,188,True
861,522,2025-05-18,66,True
861,283,2023-09-21,60,True
862,210,2024-04-11,100,True
862,54,2023-08-10,80,False
862,407,2024-07-28,30,True
863,537,2022-06-05,105,True
863,539,2022-12-12,190,True
863,452,2025-08-13,57,True
864,475,2023-08-14,151,True
864,449,2024-11-26,190,True
865,129,2024-08-05,61,False
865,249,2025-08-08,163,False
866,529,2024-11-30,27,True
867,508,2023-11-01,73,True
867,219,2023-11-18,71,False
868,361,2023-12-05,170,True
868,468,2025-07-28,8,False
868,472,2025-05-16,185,True
869,453,2025-08-07,15,True
869,383,2023-11-22,54,True
870,73,2024-09-20,51,True
871,107,2022-11-06,121,True
871,360,2025-04-18,45,True
872,188,2025-03-22,161,False
872,366,2024-02-22,115,False
872,131,2023-06-14,14,True
873,351,2025-08-15,161,True
873,335,2022-08-03,128,True
874,545,2023-12-29,111,True
874,160,2025-08-24,104,True
875,277,2023-03-19,113,True
876,518,2022-10-04,40,True
877,131,2022-04-16,71,True
878,429,2023-08-23,147,True
879,469,2022-11-28,97,True
880,64,2025-11-07,28,False
881,526,2024-08-02,108,True
881,422,2024-07-13,60,True
882,383,2022-03-10,15,False
883,165,2022-08-29,189,False
884,400,2025-06-28,50,True
884,61,2024-02-06,188,True
885,356,2022-03-27,102,False
885,398,2025-07-10,30,False
886,344,2025-01-12,134,True
886,280,2025-10-03,90,True
886,223,2024-03-23,65,False
887,74,2022-07-31,191,True
887,35,2025-10-19,44,True
888,584,2024-02-08,126,True
888,35,2023-09-02,15,True
888,148,2023-05-17,48,True
889,123,2025-11-27,120,True
889,128,2025-05-18,97,True
890,184,2025-03-26,105,True
890,346,2024-12-07,111,True
890,240,2022-06-15,70,False
891,277,2022-12-31,46,True
892,48,2023-08-11,56,True
892,47,2024-07-21,118,True
893,147,2025-02-23,120,True
894,341,2024-11-03,146,True
894,410,2024-09-23,76,True
894,554,2024-03-25,9,True
895,402,2025-11-16,165,True
895,543,2024-07-11,55,False
896,59,2022-08-30,27,True
896,212,2022-03-09,168,True
896,177,2025-11-08,149,True
897,543,2023-04-01,94,True
898,216,2024-08-11,127,True
899,277,2023-08-10,135,True
900,248,2025-07-12,48,True
900,286,2025-01-31,175,False
901,563,2023-05-28,105,True
901,286,2022-08-13,183,True
902,108,2024-03-22,186,False
902,376,2023-10-28,162,True
903,479,2025-04-14,64,True
904,585,2024-08-18,15,True
904,124,2023-09-02,172,True
904,80,2024-02-29,157,False
905,320,2024-08-27,172,True
906,52,2022-11-01,157,True
907,376,2023-06-24,76,True
907,46,2023-06-28,51,True
907,477,2022-03-09,43,False
908,425,2024-07-27,9,True
908,11,2023-02-26,83,True
908,173,2023-05-02,116,True
909,407,2025-09-29,69,True
910,302,2025-01-05,195,True
911,88,2025-04-13,152,True
912,328,2024-03-15,188,True
912,181,2023-01-17,173,True
913,73,2022-08-25,20,True
913,521,2023-11-21,30,True
914,176,2025-10-27,117,True
914,596,2022-06-08,104,False
915,143,2022-10-26,34,False
915,146,2023-12-15,64,False
916,73,2025-02-04,114,True
916,490,2024-03-10,23,True
917,384,2025-10-23,125,True
917,164,2025-10-03,67,True
918,533,2023-04-28,112,True
918,15,2024-10-20,150,False
918,222,2023-04-27,170,True
919,527,2023-02-16,188,True
920,524,2023-03-23,101,False
920,116,2023-12-22,163,False
921,399,2024-04-29,134,True
922,531,2022-02-18,139,True
922,493,2025-04-20,95,True
923,245,2022-04-15,7,True
923,191,2022-10-21,125,True
924,207,2025-11-18,105,False
925,288,2024-08-21,2,False
926,574,2022-03-15,61,True
927,90,2023-06-27,37,False
927,115,2023-03-19,121,True
928,181,2024-10-18,146,True
928,593,2022-12-26,162,True
929,418,2025-12-11,129,False
929,286,2025-03-14,84,True
929,162,2024-10-18,107,False
930,253,2023-05-20,102,False
931,524,2023-03-15,37,True
931,31,2025-10-22,121,True
931,528,2022-06-25,158,True
932,515,2022-08-03,162,False
932,427,2022-06-04,171,False
932,27,2025-04-22,130,True
