id_dispositivo,tipo,ip,sistema_operativo,ubicacion,marca,verificado,id_ubicacion
439,ATM,171.241.167.78,Linux,Paraguay,Samsung,True,144
440,ATM,97.197.242.91,Windows,Uruguay,LG,True,136
441,Móvil,227.109.85.243,Windows,Bolivia,Apple,True,144
442,ATM,126.128.61.143,macOS,Ecuador,Huawei,True,7
443,Tablet,219.238.177.187,macOS,Argentina,LG,False,49
444,ATM,96.91.5.51,macOS,Estados Unidos,LG,True,2
445,POS,80.168.48.234,Windows,España,LG,True,156
446,Tablet,9.140.245.102,Android,Bolivia,Dell,True,71
447,Móvil,249.15.241.156,macOS,Chile,Apple,True,192
448,POS,207.53.19.95,Android,Venezuela,Dell,True,181
449,Computadora,223.67.42.108,Android,Guatemala,Xiaomi,False,182
450,Móvil,81.49.142.252,iOS,Ecuador,LG,False,5
451,Tablet,215.162.86.232,Linux,Bolivia,Huawei,False,4
452,ATM,107.31.33.50,Linux,Colombia,Dell,True,22
453,Computadora,114.22.141.156,iOS,Bolivia,LG,True,45
454,Móvil,80.140.179.31,Windows,Chile,LG,False,23
455,POS,239.237.45.30,Android,Colombia,Dell,True,48
456,Tablet,152.10.86.202,Android,Argentina,Dell,True,118
457,Móvil,225.126.157.215,iOS,Bolivia,HP,False,34
458,Tablet,14.194.146.46,Windows,Colombia,LG,True,106
459,Computadora,214.96.139.227,iOS,Colombia,Huawei,True,179
460,ATM,68.47.250.91,Linux,Estados Unidos,Huawei,False,134
461,ATM,213.87.18.244,Linux,Brasil,Apple,False,146
462,Computadora,255.222.177.166,Windows,Argentina,Huawei,False,129
463,POS,213.137.46.132,iOS,España,Apple,True,67
464,Móvil,237.59.95.122,iOS,Chile,LG,True,96
465,POS,97.17.165.180,Android,Ecuador,Huawei,True,41
466,ATM,122.171.172.166,Android,Colombia,Huawei,True,42
467,ATM,140.95.11.113,Linux,Chile,LG,False,178
468,ATM,188.204.242.214,iOS,España,Dell,True,154
469,Tablet,124.205.153.11,iOS,Paraguay,LG,True,108
470,ATM,199.137.205.152,Android,Colombia,LG,True,77
471,POS,248.101.71.34,Windows,Paraguay,Samsung,True,80
472,Computadora,206.177.234.102,iOS,Chile,Samsung,False,38
473,Computadora,227.88.154.79,Android,Colombia,Apple,True,112
474,Móvil,186.125.78.176,Linux,Uruguay,HP,True,2
475,ATM,41.176.51.121,Linux,Ecuador,Xiaomi,False,55
476,ATM,172.192.237.181,iOS,Paraguay,Samsung,True,33
477,Tablet,196.68.204.198,Windows,España,HP,False,187
478,ATM,153.201.36.89,macOS,Ecuador,Dell,False,7
479,Computadora,227.91.120.95,Windows,Estados Unidos,LG,True,157
480,POS,193.203.39.166,iOS,Colombia,Xiaomi,True,12
481,Computadora,78.222.47.87,macOS,Ecuador,Apple,True,39
482,Tablet,80.198.246.9,Windows,Brasil,Apple,True,102
483,POS,214.54.238.207,Android,Estados Unidos,Dell,False,26
484,ATM,206.6.82.82,iOS,Venezuela,LG,True,176
485,ATM,3.248.205.109,Android,España,Xiaomi,True,190
486,Móvil,155.230.190.200,macOS,Bolivia,Huawei,False,94
487,Móvil,202.91.217.137,macOS,Uruguay,Dell,True,39
488,Móvil,87.132.101.132,Linux,Bolivia,HP,True,112
489,Móvil,119.144.20.32,macOS,Chile,Huawei,True,154
490,Tablet,65.217.172.173,Windows,Paraguay,HP,True,139
491,Tablet,46.150.182.107,Android,Chile,Huawei,True,163
492,Móvil,153.57.182.188,Android,Perú,Dell,True,64
493,Computadora,22.48.64.187,iOS,Ecuador,Xiaomi,True,71
494,Tablet,249.234.124.236,Linux,Venezuela,Xiaomi,True,20
495,Tablet,96.19.75.156,Android,Brasil,LG,False,21
496,Tablet,238.154.216.103,Android,Colombia,Dell,True,185
497,Móvil,215.221.59.204,iOS,Venezuela,Huawei,True,158
498,POS,139.124.25.96,Linux,Chile,Apple,True,71
499,Computadora,71.23.204.233,iOS,Ecuador,Huawei,True,2
500,ATM,54.9.212.169,iOS,España,Huawei,True,154
501,Tablet,25.113.115.5,Windows,Argentina,Samsung,False,74
502,POS,212.235.215.163,Linux,Estados Unidos,LG,True,122
503,POS,4.175.174.82,Windows,Uruguay,Xiaomi,True,119
504,ATM,54.87.199.66,macOS,Guatemala,Dell,False,21
505,ATM,144.176.42.54,Linux,Estados Unidos,Huawei,True,193
506,Tablet,116.239.15.40,Linux,Venezuela,Apple,False,91
507,POS,111.212.11.193,Windows,Perú,Dell,True,61
508,ATM,236.67.193.156,Android,México,Xiaomi,True,55
509,Móvil,147.148.91.222,iOS,Paraguay,HP,False,103
510,POS,105.180.111.108,Linux,España,Huawei,True,162
511,Móvil,171.162.200.58,macOS,Chile,HP,True,74
512,ATM,41.90.204.74,Android,Perú,HP,True,196
513,ATM,168.88.50.99,Linux,Ecuador,Xiaomi,True,106
514,Computadora,163.14.114.36,Linux,Venezuela,LG,True,154
515,POS,188.209.11.84,Linux,Argentina,Apple,False,161
516,ATM,176.46.189.6,Linux,Paraguay,Dell,True,142
517,POS,222.98.82.118,Windows,Bolivia,HP,True,45
518,ATM,240.102.165.34,Windows,México,Samsung,True,148
519,ATM,118.125.227.254,iOS,Paraguay,Apple,True,129
520,Móvil,206.169.81.63,macOS,Bolivia,Samsung,True,192
521,Móvil,175.208.240.221,macOS,México,HP,True,67
522,POS,31.12.224.124,Android,España,HP,True,186
523,Móvil,94.204.225.110,Android,México,Apple,True,195
524,POS,193.57.86.94,macOS,Ecuador,Huawei,True,63
525,ATM,54.135.49.85,Android,Chile,Dell,True,193
526,Computadora,194.133.175.76,macOS,Estados Unidos,HP,True,180
527,Tablet,146.140.18.195,iOS,Colombia,LG,True,7
528,Computadora,226.189.185.183,Windows,España,Dell,True,146
529,Tablet,122.225.150.40,iOS,Colombia,LG,True,99
530,Tablet,164.116.14.218,iOS,Venezuela,Huawei,True,150
531,Móvil,67.186.207.123,Linux,Colombia,Huawei,False,40
532,POS,219.160.191.97,macOS,Ecuador,Apple,False,124
533,Computadora,124.194.7.172,Android,Estados Unidos,Apple,True,53
534,Computadora,39.142.61.167,iOS,Estados Unidos,Xiaomi,True,146
535,Móvil,216.116.103.94,Android,Brasil,Dell,True,85
536,POS,18.138.40.249,Android,Chile,LG,False,64
537,Computadora,66.93.125.59,macOS,Colombia,Samsung,False,69
538,POS,72.46.97.188,Android,Colombia,LG,True,16
539,Computadora,59.124.244.119,Android,Perú,HP,True,82
540,Móvil,51.244.59.114,Android,Chile,Apple,True,139
541,POS,56.249.153.146,Android,Venezuela,Xiaomi,True,185
542,ATM,200.99.233.1,Windows,Paraguay,Xiaomi,False,70
543,ATM,162.90.168.130,macOS,Perú,Huawei,False,77
544,Tablet,223.127.174.71,Linux,Perú,Huawei,False,113
545,Móvil,251.93.249.2,Windows,Perú,Xiaomi,True,42
546,Computadora,17.221.155.25,macOS,Estados Unidos,Dell,False,138
547,Computadora,50.55.118.55,Windows,Perú,Huawei,True,197
548,POS,121.52.153.238,Linux,Argentina,LG,False,40
549,Tablet,41.98.202.202,iOS,Uruguay,Apple,False,170
550,Computadora,84.242.213.200,Windows,Argentina,Huawei,True,78
551,Tablet,38.156.170.187,Windows,Uruguay,Dell,True,116
552,Tablet,109.201.213.2,macOS,Guatemala,Xiaomi,True,166
553,Computadora,250.233.140.5,iOS,Argentina,Dell,False,66
554,Tablet,214.191.12.83,macOS,Paraguay,Xiaomi,True,143
555,POS,190.102.110.159,Linux,Chile,HP,True,28
556,Móvil,63.82.166.186,macOS,Bolivia,LG,True,12
557,ATM,177.249.127.72,Linux,Venezuela,Xiaomi,True,26
558,Móvil,164.175.141.138,Windows,Chile,Huawei,True,121
559,Computadora,226.37.166.251,macOS,Uruguay,Apple,True,151
560,Tablet,147.102.45.113,iOS,Estados Unidos,LG,False,196
561,Tablet,143.149.11.36,Android,Uruguay,HP,False,183
562,Tablet,246.184.228.192,iOS,Colombia,Huawei,True,59
563,ATM,93.170.101.174,Windows,España,LG,False,6
564,Computadora,31.210.218.102,macOS,Paraguay,Samsung,False,16
565,POS,96.8.223.9,Linux,Uruguay,HP,True,138
566,ATM,73.170.34.189,Android,Venezuela,Samsung,False,200
567,Móvil,137.81.44.147,macOS,Venezuela,Dell,True,193
568,Móvil,197.220.141.120,macOS,Bolivia,Apple,False,85
569,Móvil,47.173.232.136,macOS,Guatemala,Xiaomi,False,76
570,Móvil,160.199.9.3,iOS,Estados Unidos,Xiaomi,True,67
571,Computadora,150.167.234.168,iOS,Paraguay,HP,False,91
572,POS,40.96.75.53,Windows,Colombia,Samsung,True,137
573,POS,242.20.65.139,Windows,México,Huawei,True,59
574,Computadora,52.155.83.109,Windows,Argentina,Apple,True,7
575,Computadora,225.225.63.214,macOS,Guatemala,Xiaomi,False,190
576,Computadora,98.25.228.113,macOS,Argentina,Apple,True,152
577,Móvil,24.89.62.42,iOS,México,Xiaomi,False,155
578,Tablet,192.162.212.49,iOS,México,HP,False,93
579,ATM,66.57.233.5,Android,Brasil,HP,True,103
580,Móvil,91.184.158.215,Android,Brasil,HP,False,77
581,Computadora,180.43.199.225,macOS,Guatemala,Huawei,False,166
582,Tablet,12.72.127.46,Linux,Guatemala,Apple,False,40
583,Computadora,178.240.19.16,Linux,Paraguay,Apple,False,170
584,Tablet,96.212.80.108,iOS,Colombia,LG,True,190
585,Computadora,94.56.83.8,macOS,Argentina,Huawei,True,161
586,Tablet,233.135.164.8,Android,Estados Unidos,Samsung,True,9
587,Computadora,234.208.23.139,macOS,Paraguay,LG,False,135
588,Computadora,41.51.7.90,iOS,México,Xiaomi,True,29
589,ATM,119.212.225.35,Linux,Paraguay,Dell,True,80
590,ATM,121.131.65.83,Linux,Estados Unidos,LG,False,184
591,Móvil,123.252.100.33,iOS,Perú,Apple,True,58
592,Móvil,191.48.206.73,Linux,México,Apple,True,65
593,Computadora,187.154.168.182,macOS,Ecuador,LG,False,133
594,POS,253.136.67.84,macOS,Estados Unidos,Dell,True,149
595,Móvil,192.197.24.204,iOS,Colombia,Samsung,True,163
596,Móvil,214.121.82.102,Windows,Guatemala,LG,True,124
597,Tablet,49.207.231.55,macOS,Venezuela,Huawei,False,113
598,Móvil,191.143.172.87,iOS,España,Huawei,True,198
599,POS,117.49.175.196,Linux,España,Samsung,True,110
600,Móvil,247.64.48.59,macOS,Uruguay,Samsung,True,141
