id_transaccion,monto,fecha,tipo,es_fraudulenta,moneda,descripcion,canal,id_cuenta_origen,id_cuenta_destino,id_dispositivo,id_ubicacion
306,45851.56,2024-01-16,Compra,False,EUR,TXN-000306,Web,713,1359,189,115
307,4330.24,2024-04-07,Pago,False,EUR,TXN-000307,Sucursal,1307,1484,376,7
308,43699.5,2025-09-20,Transferencia,False,GTQ,TXN-000308,ATM,531,784,282,29
309,49341.56,2025-08-20,Depósito,False,USD,TXN-000309,ATM,456,11,42,180
310,38903.69,2022-01-11,Transferencia,False,MXN,TXN-000310,Sucursal,1049,912,555,154
311,13604.45,2022-07-25,Depósito,False,USD,TXN-000311,Telefónico,121,1377,145,2
312,8433.34,2022-08-16,Transferencia,False,EUR,TXN-000312,Web,967,835,144,59
313,7412.68,2022-11-14,Retiro,False,GTQ,TXN-000313,Telefónico,293,1131,285,121
314,26305.18,2025-05-26,Compra,False,COP,TXN-000314,ATM,670,319,33,1
315,1960.3,2023-07-03,Depósito,False,COP,TXN-000315,App Móvil,559,189,234,96
316,5781.91,2025-09-28,Transferencia,False,EUR,TXN-000316,Web,209,1443,327,200
317,8244.95,2025-04-27,Pago,False,GTQ,TXN-000317,Sucursal,908,299,297,31
318,46801.05,2024-09-29,Compra,False,GTQ,TXN-000318,Telefónico,1310,1435,476,135
319,6390.01,2022-05-30,Transferencia,False,EUR,TXN-000319,App Móvil,493,60,295,183
320,15071.1,2022-09-16,Compra,False,GTQ,TXN-000320,ATM,675,497,295,121
321,39995.37,2025-07-11,Pago,False,COP,TXN-000321,App Móvil,1139,840,180,22
322,33709.99,2023-04-03,Transferencia,False,MXN,TXN-000322,Web,1314,1045,353,128
323,35521.32,2023-04-11,Depósito,True,COP,TXN-000323,Telefónico,1146,1316,119,171
324,11103.71,2024-06-29,Retiro,False,USD,TXN-000324,Sucursal,299,200,590,4
325,27631.95,2024-10-06,Retiro,False,COP,TXN-000325,Telefónico,654,680,314,179
326,37980.43,2022-01-02,Depósito,False,COP,TXN-000326,Sucursal,43,1116,581,164
327,14908.89,2024-11-30,Compra,False,COP,TXN-000327,Sucursal,101,1413,16,97
328,2433.06,2024-07-30,Pago,False,USD,TXN-000328,Sucursal,137,1491,280,96
329,4158.89,2024-06-28,Depósito,False,GTQ,TXN-000329,Web,910,89,429,170
330,14949.06,2022-04-30,Pago,False,EUR,TXN-000330,Web,1148,142,21,132
331,23950.74,2025-06-11,Pago,False,COP,TXN-000331,Sucursal,575,399,303,69
332,38695.86,2023-01-05,Retiro,False,GTQ,TXN-000332,Telefónico,618,942,289,173
333,37199.89,2022-12-23,Pago,False,EUR,TXN-000333,Telefónico,378,493,5,197
334,4010.03,2023-09-23,Transferencia,False,EUR,TXN-000334,ATM,66,561,253,102
335,16388.13,2024-07-28,Retiro,False,COP,TXN-000335,App Móvil,1230,222,394,45
336,40451.55,2023-07-23,Pago,True,EUR,TXN-000336,Sucursal,1022,1154,63,62
337,32861.38,2023-11-24,Préstamo,False,COP,TXN-000337,ATM,437,454,368,47
338,16114.7,2022-10-13,Compra,False,MXN,TXN-000338,Web,456,170,48,72
339,30258.99,2025-11-14,Compra,False,COP,TXN-000339,App Móvil,42,287,454,41
340,14781.58,2022-10-12,Pago,False,GTQ,TXN-000340,ATM,204,995,90,105
341,46381.28,2022-09-02,Retiro,False,USD,TXN-000341,Telefónico,951,1110,181,104
342,10503.7,2022-01-11,Depósito,False,USD,TXN-000342,Web,784,1238,364,193
343,6064.29,2022-11-18,Compra,False,GTQ,TXN-000343,ATM,68,442,545,200
344,9255.48,2022-07-15,Préstamo,True,COP,TXN-000344,App Móvil,734,16,109,148
345,12183.5,2023-04-08,Depósito,False,COP,TXN-000345,Sucursal,491,1317,87,155
346,2916.16,2025-12-22,Compra,True,EUR,TXN-000346,Sucursal,127,5,102,97
347,42085.9,2025-10-18,Retiro,False,MXN,TXN-000347,App Móvil,300,378,527,190
348,48491.67,2024-07-09,Compra,False,COP,TXN-000348,Web,755,725,233,1
349,36350.55,2022-10-07,Préstamo,False,USD,TXN-000349,App Móvil,586,705,395,167
350,23279.01,2022-06-04,Retiro,False,EUR,TXN-000350,Sucursal,1286,960,297,113
351,22202.46,2022-08-31,Compra,False,EUR,TXN-000351,ATM,590,502,201,174
352,45622.77,2025-10-04,Depósito,False,MXN,TXN-000352,Sucursal,1259,1433,431,183
353,2930.08,2024-08-22,Préstamo,False,MXN,TXN-000353,App Móvil,877,697,129,7
354,27693.18,2025-08-20,Retiro,False,MXN,TXN-000354,Telefónico,1179,328,57,105
355,39859.71,2022-11-16,Pago,False,USD,TXN-000355,App Móvil,1357,152,117,101
356,27359.25,2022-02-19,Depósito,False,MXN,TXN-000356,Sucursal,980,1283,210,86
357,7566.92,2022-09-10,Compra,False,EUR,TXN-000357,Telefónico,504,278,160,19
358,40938.59,2023-08-06,Préstamo,False,COP,TXN-000358,ATM,283,776,425,57
359,4165.49,2025-05-26,Retiro,False,USD,TXN-000359,App Móvil,1020,172,42,8
360,41510.6,2023-05-19,Compra,False,COP,TXN-000360,Telefónico,502,929,153,63
361,3666.75,2024-06-14,Retiro,False,COP,TXN-000361,Telefónico,1440,1429,390,98
362,6349.23,2025-01-01,Préstamo,False,EUR,TXN-000362,App Móvil,1255,428,503,169
363,40074.35,2023-12-03,Compra,False,GTQ,TXN-000363,ATM,1135,414,216,135
364,4721.44,2025-09-28,Transferencia,False,MXN,TXN-000364,ATM,286,85,168,180
365,14648.93,2023-03-28,Retiro,False,GTQ,TXN-000365,Web,877,805,500,47
366,47153.93,2023-05-25,Depósito,False,EUR,TXN-000366,Sucursal,573,648,322,193
367,23468.39,2024-12-19,Depósito,False,COP,TXN-000367,ATM,791,1257,437,41
368,40709.15,2025-12-21,Retiro,False,GTQ,TXN-000368,App Móvil,338,571,315,105
369,15751.92,2025-03-30,Pago,False,COP,TXN-000369,Sucursal,1281,283,335,99
370,42938.83,2025-10-08,Transferencia,False,MXN,TXN-000370,Web,1094,684,459,107
371,8974.36,2023-10-17,Préstamo,False,GTQ,TXN-000371,Telefónico,1457,1009,452,150
372,34243.89,2022-10-11,Transferencia,False,USD,TXN-000372,Telefónico,442,528,113,78
373,18568.69,2022-10-29,Pago,True,EUR,TXN-000373,Sucursal,896,1346,473,141
374,33409.83,2023-08-11,Retiro,False,MXN,TXN-000374,Telefónico,1413,1433,475,36
375,43202.31,2025-09-04,Transferencia,False,MXN,TXN-000375,App Móvil,766,239,209,59
376,26489.69,2024-07-16,Compra,False,USD,TXN-000376,Web,1331,1252,198,114
377,44042.74,2025-03-08,Préstamo,False,EUR,TXN-000377,ATM,1322,1498,66,184
378,20016.05,2022-01-25,Depósito,False,USD,TXN-000378,Sucursal,809,1000,225,172
379,21322.66,2022-05-18,Pago,True,USD,TXN-000379,App Móvil,288,1066,51,185
380,14615.97,2022-09-17,Depósito,False,EUR,TXN-000380,Telefónico,1385,1061,209,53
381,42457.27,2024-02-20,Transferencia,False,COP,TXN-000381,Web,436,867,554,155
382,36191.85,2025-11-29,Pago,False,MXN,TXN-000382,App Móvil,831,1022,344,164
383,30333.41,2024-06-09,Compra,False,USD,TXN-000383,App Móvil,1387,519,576,95
384,28417.28,2022-08-21,Pago,False,USD,TXN-000384,ATM,859,574,379,196
385,46527.12,2025-08-30,Transferencia,False,GTQ,TXN-000385,App Móvil,192,1155,340,75
386,23764.92,2024-12-22,Préstamo,False,GTQ,TXN-000386,Telefónico,802,225,50,56
387,28858.08,2022-03-15,Retiro,False,EUR,TXN-000387,App Móvil,1073,1044,63,73
388,12107.09,2024-02-28,Compra,False,EUR,TXN-000388,App Móvil,126,557,219,85
389,31718.93,2024-11-20,Préstamo,False,USD,TXN-000389,Sucursal,392,1070,318,118
390,25289.23,2025-07-02,Préstamo,False,GTQ,TXN-000390,App Móvil,655,722,413,133
391,14098.79,2024-07-12,Compra,False,EUR,TXN-000391,App Móvil,651,782,94,156
392,44429.98,2025-09-07,Transferencia,False,MXN,TXN-000392,Telefónico,77,317,540,178
393,35167.18,2022-07-30,Depósito,False,GTQ,TXN-000393,App Móvil,1145,1323,375,133
394,49047.82,2024-05-15,Transferencia,False,GTQ,TXN-000394,Telefónico,798,869,585,121
395,17818.83,2024-12-03,Pago,False,USD,TXN-000395,Web,790,899,424,17
396,35973.66,2023-11-13,Compra,False,USD,TXN-000396,ATM,976,86,195,66
397,26960.53,2024-05-14,Retiro,False,MXN,TXN-000397,Web,731,1319,559,95
398,47593.25,2025-03-30,Préstamo,False,COP,TXN-000398,Telefónico,506,747,168,73
399,20014.99,2024-08-16,Préstamo,False,MXN,TXN-000399,ATM,327,795,573,12
400,16519.24,2024-05-21,Depósito,False,COP,TXN-000400,Sucursal,137,1396,214,2
401,7589.73,2023-02-23,Pago,False,MXN,TXN-000401,Web,415,14,491,194
402,29630.42,2023-03-31,Retiro,False,EUR,TXN-000402,App Móvil,787,881,380,190
403,8238.68,2024-11-26,Retiro,False,EUR,TXN-000403,Sucursal,1455,126,110,62
404,23361.12,2022-01-16,Compra,False,COP,TXN-000404,Sucursal,10,1115,129,185
405,22839.43,2025-02-11,Préstamo,False,USD,TXN-000405,Sucursal,17,1309,487,121
406,6052.32,2023-08-23,Pago,False,EUR,TXN-000406,Web,934,238,493,168
407,9928.99,2022-05-06,Transferencia,False,MXN,TXN-000407,App Móvil,1033,799,150,19
408,35819.24,2023-02-01,Retiro,False,EUR,TXN-000408,Sucursal,99,290,222,174
409,36945.58,2025-11-17,Préstamo,False,MXN,TXN-000409,Sucursal,107,715,97,194
410,45165.52,2025-10-20,Compra,False,COP,TXN-000410,Sucursal,1268,1458,111,97
411,30499.6,2024-03-27,Depósito,False,MXN,TXN-000411,Sucursal,748,1454,304,11
412,36174.24,2023-04-26,Pago,False,EUR,TXN-000412,ATM,1244,1249,17,5
413,18338.61,2023-07-31,Pago,False,MXN,TXN-000413,ATM,1260,1462,201,200
414,10022.53,2022-09-18,Transferencia,False,COP,TXN-000414,App Móvil,940,1279,265,63
415,674.13,2025-11-20,Retiro,True,MXN,TXN-000415,Web,1278,1441,432,13
416,24647.16,2022-08-23,Transferencia,False,EUR,TXN-000416,App Móvil,234,686,99,12
417,35444.87,2024-05-08,Transferencia,False,GTQ,TXN-000417,Telefónico,142,813,34,35
418,28030.65,2025-10-02,Retiro,False,MXN,TXN-000418,ATM,822,715,467,143
419,15939.04,2023-02-28,Retiro,False,MXN,TXN-000419,App Móvil,417,452,192,28
420,20151.95,2023-06-01,Depósito,False,USD,TXN-000420,Telefónico,581,1169,424,163
421,33942.15,2022-11-16,Transferencia,False,USD,TXN-000421,App Móvil,794,581,507,178
422,20389.33,2024-11-27,Pago,False,EUR,TXN-000422,Sucursal,285,1347,552,86
423,45083.07,2024-10-17,Préstamo,False,USD,TXN-000423,ATM,541,1213,3,11
424,44030.18,2022-10-17,Transferencia,False,COP,TXN-000424,Sucursal,71,1412,51,23
425,37316.69,2023-10-17,Transferencia,False,COP,TXN-000425,App Móvil,623,1366,573,197
426,10431.49,2022-08-23,Depósito,False,USD,TXN-000426,App Móvil,693,574,203,61
427,42252.34,2024-02-21,Compra,False,USD,TXN-000427,App Móvil,656,862,92,15
428,1895.44,2025-05-03,Compra,True,USD,TXN-000428,App Móvil,117,1480,567,114
429,36358.65,2023-09-27,Compra,False,GTQ,TXN-000429,Web,1068,234,540,165
430,34954.03,2023-11-18,Compra,False,COP,TXN-000430,Web,473,688,52,160
431,46173.89,2025-07-21,Depósito,False,MXN,TXN-000431,Sucursal,472,102,91,63
432,8527.98,2022-02-20,Compra,False,GTQ,TXN-000432,Web,856,807,141,173
433,26000.44,2025-03-17,Retiro,False,MXN,TXN-000433,ATM,1301,879,469,1
434,11022.2,2022-06-30,Transferencia,False,EUR,TXN-000434,Telefónico,712,1471,218,173
435,43102.28,2023-02-20,Compra,False,MXN,TXN-000435,Telefónico,501,18,516,75
436,27889.4,2023-09-24,Pago,False,MXN,TXN-000436,Telefónico,286,194,239,122
437,32385.46,2022-08-01,Depósito,False,MXN,TXN-000437,Sucursal,836,730,491,177
438,24767.03,2022-09-14,Préstamo,False,COP,TXN-000438,Telefónico,202,1043,222,105
439,27241.9,2025-09-27,Retiro,False,GTQ,TXN-000439,App Móvil,484,886,407,199
440,22999.91,2025-04-27,Pago,False,USD,TXN-000440,Sucursal,1311,331,443,112
441,41541.82,2025-03-13,Préstamo,False,USD,TXN-000441,Sucursal,910,1055,407,22
442,8458.71,2025-08-05,Compra,False,COP,TXN-000442,Telefónico,810,666,1,119
443,29190.76,2025-03-04,Compra,False,GTQ,TXN-000443,Web,597,1190,332,88
444,24018.81,2023-10-23,Compra,False,MXN,TXN-000444,Sucursal,1275,977,304,7
445,45607.63,2024-12-25,Transferencia,False,EUR,TXN-000445,App Móvil,1125,385,75,182
446,38662.6,2024-03-04,Retiro,False,MXN,TXN-000446,Telefónico,596,256,597,49
447,47670.34,2023-12-23,Depósito,False,EUR,TXN-000447,App Móvil,1171,144,548,137
448,32417.88,2023-09-24,Compra,False,MXN,TXN-000448,App Móvil,904,165,58,167
449,228.1,2023-06-21,Retiro,False,COP,TXN-000449,Web,740,90,536,115
450,17485.54,2022-04-12,Préstamo,False,USD,TXN-000450,App Móvil,1150,1007,145,151
451,6183.32,2022-11-04,Retiro,False,GTQ,TXN-000451,App Móvil,402,37,520,101
452,24675.45,2022-02-17,Depósito,False,COP,TXN-000452,ATM,1282,74,153,47
453,42550.59,2023-03-08,Transferencia,False,COP,TXN-000453,App Móvil,332,466,394,44
454,39125.13,2023-02-05,Transferencia,False,USD,TXN-000454,ATM,86,28,177,99
455,21179.49,2025-03-21,Depósito,False,EUR,TXN-000455,Web,1334,1456,481,189
456,49707.17,2023-10-31,Depósito,False,GTQ,TXN-000456,ATM,1301,591,313,101
457,18380.25,2024-10-12,Retiro,False,GTQ,TXN-000457,Sucursal,1359,1224,556,127
458,32300.6,2024-02-03,Pago,False,EUR,TXN-000458,ATM,427,742,68,72
459,21462.58,2025-01-03,Préstamo,False,MXN,TXN-000459,ATM,780,1343,527,51
460,25338.76,2025-02-24,Préstamo,False,USD,TXN-000460,ATM,1365,549,561,110
461,42735.25,2023-03-19,Depósito,False,MXN,TXN-000461,ATM,1291,328,531,81
462,1474.63,2024-08-01,Depósito,False,EUR,TXN-000462,Telefónico,493,316,483,2
463,14543.48,2025-08-25,Depósito,False,COP,TXN-000463,Telefónico,1041,1248,224,169
464,15045.29,2024-05-31,Compra,False,EUR,TXN-000464,Telefónico,1329,516,33,92
465,39524.37,2022-05-03,Retiro,False,GTQ,TXN-000465,Telefónico,49,1483,180,137
466,23179.42,2022-01-17,Transferencia,False,MXN,TXN-000466,Web,552,822,288,45
467,28361.56,2024-07-04,Pago,False,MXN,TXN-000467,Web,1236,402,323,70
468,33351.05,2022-01-10,Pago,False,COP,TXN-000468,App Móvil,1301,708,65,108
469,27959.14,2023-12-27,Transferencia,False,USD,TXN-000469,App Móvil,283,687,308,88
470,9257.72,2023-10-01,Pago,False,EUR,TXN-000470,Web,48,1348,67,36
471,13248.51,2025-10-08,Préstamo,False,USD,TXN-000471,Web,951,1222,504,159
472,3942.68,2022-07-25,Transferencia,False,USD,TXN-000472,Web,678,386,362,148
473,49688.0,2024-01-04,Pago,False,MXN,TXN-000473,ATM,60,563,153,142
474,19021.41,2025-09-29,Retiro,False,GTQ,TXN-000474,App Móvil,890,1384,537,94
475,26431.2,2025-10-18,Retiro,False,EUR,TXN-000475,ATM,1016,458,351,21
476,37832.38,2025-05-21,Préstamo,False,GTQ,TXN-000476,Telefónico,532,1295,238,83
477,23837.06,2023-09-16,Retiro,False,EUR,TXN-000477,ATM,193,161,226,177
478,1572.22,2022-10-05,Depósito,False,USD,TXN-000478,Telefónico,930,1431,111,107
479,12380.06,2022-07-15,Pago,False,GTQ,TXN-000479,ATM,934,410,488,96
480,36098.47,2022-12-08,Depósito,False,EUR,TXN-000480,App Móvil,867,1473,178,193
481,25689.64,2024-11-12,Préstamo,False,MXN,TXN-000481,Sucursal,869,59,164,4
482,46646.14,2023-04-25,Transferencia,False,COP,TXN-000482,Sucursal,1207,1273,247,6
483,29889.67,2024-06-11,Préstamo,False,MXN,TXN-000483,App Móvil,482,1267,319,86
484,16503.21,2025-04-23,Compra,False,USD,TXN-000484,Web,67,1459,429,113
485,40193.41,2023-03-17,Retiro,False,USD,TXN-000485,Telefónico,467,1386,570,136
486,25109.07,2022-07-05,Préstamo,False,EUR,TXN-000486,Web,79,632,59,38
487,40797.35,2024-01-21,Transferencia,False,USD,TXN-000487,Telefónico,757,1245,180,185
488,12323.36,2024-01-11,Retiro,False,MXN,TXN-000488,Sucursal,487,220,478,48
489,3205.53,2023-08-23,Compra,False,GTQ,TXN-000489,ATM,1242,1249,265,50
490,42543.47,2023-09-05,Pago,False,MXN,TXN-000490,Telefónico,175,1068,382,58
491,34286.94,2025-09-22,Compra,False,MXN,TXN-000491,Sucursal,174,79,122,174
492,16041.46,2025-10-31,Compra,False,GTQ,TXN-000492,Sucursal,1316,220,130,100
493,45486.0,2022-11-28,Compra,False,GTQ,TXN-000493,Sucursal,696,132,145,176
494,37184.53,2024-09-28,Pago,False,COP,TXN-000494,Web,1259,171,161,26
495,12316.82,2022-06-04,Retiro,False,MXN,TXN-000495,Web,1216,1127,472,112
496,38646.07,2025-03-02,Compra,False,MXN,TXN-000496,Sucursal,992,234,2,114
497,17319.39,2025-06-21,Préstamo,False,GTQ,TXN-000497,ATM,1318,599,202,15
498,15896.62,2022-12-30,Transferencia,True,USD,TXN-000498,Sucursal,521,562,534,63
499,27752.03,2023-03-13,Préstamo,True,EUR,TXN-000499,ATM,1148,1013,57,44
500,25154.92,2024-03-23,Transferencia,False,USD,TXN-000500,App Móvil,1218,648,279,3
501,39436.07,2025-11-03,Préstamo,False,MXN,TXN-000501,ATM,1239,1473,305,161
502,35552.06,2024-05-18,Compra,False,COP,TXN-000502,App Móvil,141,1099,46,20
503,33254.89,2022-05-27,Transferencia,False,EUR,TXN-000503,App Móvil,499,1126,250,63
504,3014.72,2022-11-24,Pago,False,GTQ,TXN-000504,App Móvil,576,769,241,138
505,8461.26,2022-12-22,Transferencia,False,COP,TXN-000505,Web,1347,1121,79,193
506,26153.36,2025-07-28,Depósito,False,USD,TXN-000506,Sucursal,1377,793,10,61
507,33840.07,2025-08-21,Préstamo,False,MXN,TXN-000507,Web,1101,1158,390,154
508,37456.82,2023-09-20,Préstamo,False,MXN,TXN-000508,Sucursal,26,955,494,48
509,1166.51,2023-06-11,Préstamo,False,GTQ,TXN-000509,App Móvil,95,88,486,3
510,21690.74,2024-01-18,Transferencia,False,COP,TXN-000510,Telefónico,936,234,329,27
511,22944.3,2022-06-15,Transferencia,False,COP,TXN-000511,App Móvil,370,444,272,165
512,12984.49,2025-05-25,Depósito,False,USD,TXN-000512,Telefónico,623,741,405,89
513,41136.9,2024-07-17,Depósito,False,MXN,TXN-000513,App Móvil,694,798,242,113
514,40545.95,2025-10-15,Compra,False,COP,TXN-000514,Sucursal,914,1402,145,109
515,17725.23,2024-04-02,Depósito,False,MXN,TXN-000515,Telefónico,493,1198,225,7
516,24726.0,2023-02-05,Compra,False,COP,TXN-000516,Sucursal,763,745,294,12
517,6998.1,2023-08-15,Préstamo,False,MXN,TXN-000517,App Móvil,340,1494,310,77
518,8803.68,2023-03-24,Transferencia,False,EUR,TXN-000518,App Móvil,801,781,74,118
519,34213.05,2025-10-06,Transferencia,False,EUR,TXN-000519,Web,853,199,303,131
520,30052.26,2024-05-13,Pago,False,MXN,TXN-000520,ATM,465,231,491,7
521,15666.55,2025-03-03,Depósito,False,COP,TXN-000521,Telefónico,513,796,495,6
522,27564.81,2023-04-19,Transferencia,False,GTQ,TXN-000522,ATM,444,773,555,57
523,30171.54,2024-04-02,Préstamo,False,USD,TXN-000523,App Móvil,997,1399,353,148
524,38975.42,2025-05-01,Transferencia,False,USD,TXN-000524,Sucursal,371,297,60,99
525,11160.48,2023-06-26,Transferencia,True,MXN,TXN-000525,Web,676,1226,593,25
526,22588.61,2022-11-18,Retiro,False,MXN,TXN-000526,App Móvil,168,1113,532,50
527,26828.31,2025-04-09,Depósito,False,GTQ,TXN-000527,Sucursal,42,180,343,174
528,30644.97,2024-12-02,Préstamo,False,EUR,TXN-000528,Telefónico,918,1077,489,73
529,22445.3,2023-10-09,Pago,False,USD,TXN-000529,App Móvil,1192,1259,503,32
530,27318.8,2023-11-19,Depósito,False,EUR,TXN-000530,Telefónico,227,572,98,142
531,33148.85,2022-01-20,Depósito,False,GTQ,TXN-000531,Sucursal,1270,1095,217,162
532,15676.02,2022-07-13,Depósito,False,USD,TXN-000532,App Móvil,1403,1448,173,153
533,41641.82,2022-12-31,Préstamo,False,MXN,TXN-000533,App Móvil,945,751,429,153
534,20531.93,2025-02-22,Compra,False,GTQ,TXN-000534,App Móvil,625,1247,588,55
535,35529.26,2025-04-13,Transferencia,False,MXN,TXN-000535,Telefónico,1077,1413,171,179
536,38182.85,2022-01-27,Depósito,False,GTQ,TXN-000536,Sucursal,97,234,506,90
537,34783.41,2023-03-31,Préstamo,False,USD,TXN-000537,Sucursal,387,1400,124,62
538,30699.87,2023-07-03,Compra,False,GTQ,TXN-000538,App Móvil,158,963,318,177
539,12141.2,2025-05-16,Retiro,False,EUR,TXN-000539,ATM,1234,116,529,199
540,11253.12,2023-04-26,Préstamo,False,COP,TXN-000540,Telefónico,682,1032,562,195
541,24096.64,2023-03-23,Compra,False,USD,TXN-000541,Web,254,314,330,199
542,21902.89,2025-05-14,Préstamo,False,USD,TXN-000542,ATM,701,217,572,18
543,41605.25,2023-01-03,Transferencia,False,USD,TXN-000543,Web,1289,521,416,10
544,27104.58,2025-05-10,Retiro,False,EUR,TXN-000544,ATM,249,1426,101,54
545,12591.94,2023-10-05,Depósito,False,USD,TXN-000545,App Móvil,1482,1137,249,3
546,20003.14,2023-11-23,Compra,False,GTQ,TXN-000546,Telefónico,964,1225,439,179
547,18124.5,2025-01-07,Depósito,False,USD,TXN-000547,ATM,1355,627,33,144
548,43313.52,2024-08-01,Depósito,False,USD,TXN-000548,ATM,1252,1240,96,108
549,3227.95,2023-03-18,Compra,False,MXN,TXN-000549,Web,821,1041,440,116
550,34623.6,2025-09-07,Pago,False,EUR,TXN-000550,App Móvil,59,980,185,79
551,8590.83,2023-07-08,Transferencia,False,COP,TXN-000551,Telefónico,272,1333,236,16
552,45619.01,2023-04-26,Depósito,False,EUR,TXN-000552,ATM,844,1380,15,25
553,32444.19,2023-07-04,Pago,False,EUR,TXN-000553,Telefónico,1115,205,278,40
554,1550.56,2023-05-17,Retiro,False,GTQ,TXN-000554,Telefónico,1371,1369,316,113
555,35080.57,2022-08-30,Préstamo,False,COP,TXN-000555,Sucursal,843,719,67,87
556,413.14,2023-08-07,Transferencia,False,EUR,TXN-000556,Sucursal,854,562,360,50
557,31005.86,2023-01-30,Depósito,True,GTQ,TXN-000557,ATM,1272,1105,319,163
558,41940.15,2025-11-02,Préstamo,False,COP,TXN-000558,App Móvil,275,615,521,46
559,33373.19,2022-05-25,Transferencia,False,USD,TXN-000559,ATM,790,156,393,82
560,9070.12,2022-12-26,Transferencia,False,USD,TXN-000560,Web,1263,548,492,98
561,21644.78,2024-05-17,Compra,False,USD,TXN-000561,Web,1457,782,584,89
562,26867.6,2023-05-28,Transferencia,False,GTQ,TXN-000562,Telefónico,479,475,197,156
563,41790.37,2023-09-18,Pago,False,EUR,TXN-000563,Web,1387,34,302,1
564,33670.64,2023-01-20,Retiro,False,MXN,TXN-000564,Web,776,870,207,77
565,26944.51,2023-05-03,Retiro,False,USD,TXN-000565,Sucursal,1382,1060,380,27
566,21814.64,2022-03-18,Compra,False,MXN,TXN-000566,ATM,1079,781,295,45
567,36375.65,2025-06-24,Pago,False,COP,TXN-000567,ATM,583,511,352,6
568,10218.08,2022-02-14,Compra,False,EUR,TXN-000568,Web,922,551,573,163
569,49434.92,2024-09-09,Préstamo,False,GTQ,TXN-000569,Web,1072,1273,583,110
570,14176.13,2025-05-15,Transferencia,False,MXN,TXN-000570,Sucursal,1240,865,337,12
571,6238.79,2023-02-17,Transferencia,False,GTQ,TXN-000571,Telefónico,530,938,349,71
572,25437.85,2023-07-17,Retiro,False,COP,TXN-000572,Sucursal,280,1128,387,133
573,22504.19,2025-04-01,Retiro,False,MXN,TXN-000573,App Móvil,889,881,419,180
574,35017.0,2022-02-15,Depósito,False,COP,TXN-000574,App Móvil,219,938,88,67
575,45410.17,2023-03-17,Compra,False,EUR,TXN-000575,Sucursal,1273,902,106,87
576,41465.17,2023-10-30,Transferencia,False,EUR,TXN-000576,App Móvil,804,984,556,187
577,47184.7,2024-02-27,Depósito,False,EUR,TXN-000577,ATM,1035,866,577,186
578,10228.47,2024-01-24,Compra,False,MXN,TXN-000578,Telefónico,1399,371,530,84
579,16217.01,2025-08-15,Retiro,False,MXN,TXN-000579,Sucursal,39,570,591,59
580,15550.22,2025-12-29,Préstamo,False,EUR,TXN-000580,Web,993,703,575,112
581,41573.62,2022-12-10,Retiro,False,MXN,TXN-000581,App Móvil,148,966,308,9
582,2794.29,2023-05-08,Compra,False,EUR,TXN-000582,Sucursal,267,677,439,191
583,43728.47,2022-05-27,Préstamo,False,MXN,TXN-000583,Web,354,771,530,166
584,12232.25,2025-02-19,Transferencia,False,MXN,TXN-000584,Web,589,1174,331,132
585,957.08,2022-02-14,Transferencia,False,USD,TXN-000585,Sucursal,719,453,563,148
586,16679.84,2025-06-04,Préstamo,False,USD,TXN-000586,App Móvil,773,1232,302,165
587,7380.01,2025-12-21,Depósito,False,MXN,TXN-000587,ATM,1032,756,537,97
588,44577.76,2024-04-29,Pago,False,GTQ,TXN-000588,Web,973,100,433,56
589,34003.34,2025-05-03,Retiro,False,MXN,TXN-000589,Telefónico,520,623,387,192
590,11639.13,2025-10-12,Pago,False,USD,TXN-000590,Web,1472,501,380,113
591,4447.98,2022-04-08,Depósito,False,USD,TXN-000591,App Móvil,1392,864,458,78
592,23054.59,2022-12-21,Préstamo,False,MXN,TXN-000592,Web,574,732,398,63
593,26913.76,2024-11-09,Compra,False,COP,TXN-000593,Telefónico,804,911,501,127
594,48309.76,2025-06-09,Retiro,False,EUR,TXN-000594,Web,543,1016,293,129
595,6925.48,2023-01-25,Depósito,False,MXN,TXN-000595,ATM,1460,685,29,193
596,19470.78,2024-08-31,Retiro,False,GTQ,TXN-000596,ATM,492,976,154,6
597,23367.62,2025-05-07,Depósito,False,EUR,TXN-000597,Web,984,863,306,23
598,37721.51,2025-08-27,Pago,False,GTQ,TXN-000598,Telefónico,156,650,60,9
599,2335.1,2022-03-10,Depósito,False,EUR,TXN-000599,Sucursal,1318,1470,366,186
600,12115.99,2023-06-24,Retiro,False,USD,TXN-000600,Telefónico,1037,308,342,168
601,18279.2,2023-01-05,Pago,False,USD,TXN-000601,Sucursal,1346,866,441,9
602,45771.93,2022-01-28,Transferencia,False,EUR,TXN-000602,Sucursal,1293,1400,30,147
603,3005.9,2023-09-23,Compra,False,EUR,TXN-000603,Sucursal,162,144,80,21
604,38271.51,2025-04-26,Préstamo,False,MXN,TXN-000604,ATM,1229,1412,83,23
605,34145.54,2023-03-17,Préstamo,False,MXN,TXN-000605,ATM,1122,209,412,110
606,36511.01,2024-05-20,Transferencia,False,COP,TXN-000606,Sucursal,157,639,524,125
607,14040.4,2025-04-10,Depósito,False,MXN,TXN-000607,Sucursal,1370,1,561,38
608,800.98,2022-09-30,Retiro,False,MXN,TXN-000608,ATM,1451,1258,384,5
609,30945.02,2022-12-03,Préstamo,False,USD,TXN-000609,Web,1079,1315,4,187
610,35221.54,2023-08-09,Transferencia,False,EUR,TXN-000610,ATM,370,1177,493,175
